"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",46,0.0119698152485038,0.0480075121779447,0.249332129607892,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",182,0.087710843373494,0.0480075121779447,1.82702330102807,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",15,0.00801282051282051,0.0480075121779447,0.166907639019497,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",172,0.114285714285714,0.0480075121779447,2.38057981138666,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",0,0,0.0480075121779447,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",23,0.0189612530915087,0.0480075121779447,0.394964292697086,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",44,0.0403669724770642,0.0480075121779447,0.840846997599874,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",41,0.0460674157303371,0.0480075121779447,0.95958764869097,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",55,0.0641025641025641,0.0480075121779447,1.33526111215598,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",137,0.23951048951049,0.0480075121779447,4.98902106451006,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","CNP0000460",43,0.0951327433628319,0.0480075121779447,1.98162202219962,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","CNP0000460",0,0,0.0480075121779447,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","CNP0000460",6,0.021505376344086,0.0480075121779447,0.44795856665878,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","CNP0000460",9,0.0401785714285714,0.0480075121779447,0.836922589940622,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","CNP0000460",13,0.0833333333333333,0.0480075121779447,1.73583944580277,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","CNP0000460",12,0.0888888888888889,0.0480075121779447,1.85156207552296,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"16","CNP0000460",5,0.0471698113207547,0.0480075121779447,0.982550629699682,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"17","CNP0000460",15,0.142857142857143,0.0480075121779447,2.97572476423332,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",29,0.00754618787405673,0.0225952227243383,0.333972714768968,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",82,0.0395180722891566,0.0225952227243383,1.7489569707401,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",1,0.000534188034188034,0.0225952227243383,0.0236416361416361,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",81,0.0538205980066445,0.0225952227243383,2.38194589463692,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",10,0.00812347684809098,0.0225952227243383,0.359521875362655,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",10,0.00824402308326463,0.0225952227243383,0.364856907313626,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",42,0.0385321100917431,0.0225952227243383,1.70532110091743,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",23,0.0258426966292135,0.0225952227243383,1.14372391653291,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",42,0.048951048951049,0.0225952227243383,2.16643356643357,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",10,0.0174825174825175,0.0225952227243383,0.773726273726274,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","GSE326225",0,0,0.0225952227243383,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","GSE326225",9,0.0207852193995381,0.0225952227243383,0.919894424282415,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","GSE326225",17,0.0609318996415771,0.0225952227243383,2.69667178699437,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","GSE326225",10,0.0446428571428571,0.0225952227243383,1.97576530612245,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
