"cluster","group","n_cells","resolution","role","field","within_cluster_fraction"
"0","PRJNA662018_PRJNA662018_P6T6",44,0.2,"specimen_sample_id","sample_id",0.00768290553518421
"1","PRJNA662018_PRJNA662018_P6T6",67,0.2,"specimen_sample_id","sample_id",0.0186473698858892
"2","PRJNA662018_PRJNA662018_P6T6",66,0.2,"specimen_sample_id","sample_id",0.0275344180225282
"3","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"4","PRJNA662018_PRJNA662018_P6T6",12,0.2,"specimen_sample_id","sample_id",0.00956175298804781
"5","PRJNA662018_PRJNA662018_P6T6",1,0.2,"specimen_sample_id","sample_id",0.00112485939257593
"6","PRJNA662018_PRJNA662018_P6T6",53,0.2,"specimen_sample_id","sample_id",0.0926573426573427
"7","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"8","PRJNA662018_PRJNA662018_P6T6",2,0.2,"specimen_sample_id","sample_id",0.00735294117647059
"9","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"0","PRJNA662018_PRJNA662018_P7T7",5,0.2,"specimen_sample_id","sample_id",0.000873057447180024
"1","PRJNA662018_PRJNA662018_P7T7",88,0.2,"specimen_sample_id","sample_id",0.0244920679098247
"2","PRJNA662018_PRJNA662018_P7T7",51,0.2,"specimen_sample_id","sample_id",0.0212765957446809
"3","PRJNA662018_PRJNA662018_P7T7",0,0.2,"specimen_sample_id","sample_id",0
"4","PRJNA662018_PRJNA662018_P7T7",11,0.2,"specimen_sample_id","sample_id",0.00876494023904383
"5","PRJNA662018_PRJNA662018_P7T7",7,0.2,"specimen_sample_id","sample_id",0.0078740157480315
"6","PRJNA662018_PRJNA662018_P7T7",22,0.2,"specimen_sample_id","sample_id",0.0384615384615385
"7","PRJNA662018_PRJNA662018_P7T7",0,0.2,"specimen_sample_id","sample_id",0
"8","PRJNA662018_PRJNA662018_P7T7",2,0.2,"specimen_sample_id","sample_id",0.00735294117647059
"9","PRJNA662018_PRJNA662018_P7T7",4,0.2,"specimen_sample_id","sample_id",0.0181818181818182
"0","PRJNA662018_PRJNA662018_P8T8",12,0.2,"specimen_sample_id","sample_id",0.00209533787323206
"1","PRJNA662018_PRJNA662018_P8T8",19,0.2,"specimen_sample_id","sample_id",0.00528806011689396
"2","PRJNA662018_PRJNA662018_P8T8",13,0.2,"specimen_sample_id","sample_id",0.00542344597413433
"3","PRJNA662018_PRJNA662018_P8T8",0,0.2,"specimen_sample_id","sample_id",0
"4","PRJNA662018_PRJNA662018_P8T8",6,0.2,"specimen_sample_id","sample_id",0.0047808764940239
"5","PRJNA662018_PRJNA662018_P8T8",1,0.2,"specimen_sample_id","sample_id",0.00112485939257593
"6","PRJNA662018_PRJNA662018_P8T8",14,0.2,"specimen_sample_id","sample_id",0.0244755244755245
"7","PRJNA662018_PRJNA662018_P8T8",5,0.2,"specimen_sample_id","sample_id",0.0110619469026549
"8","PRJNA662018_PRJNA662018_P8T8",2,0.2,"specimen_sample_id","sample_id",0.00735294117647059
"9","PRJNA662018_PRJNA662018_P8T8",1,0.2,"specimen_sample_id","sample_id",0.00454545454545455
"0",NA,513,0.2,"specimen_sample_id","sample_id",0.0895756940806705
"1",NA,405,0.2,"specimen_sample_id","sample_id",0.112719176175898
"2",NA,505,0.2,"specimen_sample_id","sample_id",0.210680016687526
"3",NA,1662,0.2,"specimen_sample_id","sample_id",1
"4",NA,261,0.2,"specimen_sample_id","sample_id",0.20796812749004
"5",NA,240,0.2,"specimen_sample_id","sample_id",0.269966254218223
"6",NA,269,0.2,"specimen_sample_id","sample_id",0.47027972027972
"7",NA,259,0.2,"specimen_sample_id","sample_id",0.573008849557522
"8",NA,104,0.2,"specimen_sample_id","sample_id",0.382352941176471
"9",NA,36,0.2,"specimen_sample_id","sample_id",0.163636363636364
"0","Normal",3587,0.2,"stage_T","T_stage",0.62633141260695
"1","Normal",847,0.2,"stage_T","T_stage",0.235736153632062
"2","Normal",597,0.2,"stage_T","T_stage",0.249061326658323
"3","Normal",0,0.2,"stage_T","T_stage",0
"4","Normal",616,0.2,"stage_T","T_stage",0.490836653386454
"5","Normal",220,0.2,"stage_T","T_stage",0.247469066366704
"6","Normal",100,0.2,"stage_T","T_stage",0.174825174825175
"7","Normal",163,0.2,"stage_T","T_stage",0.360619469026549
"8","Normal",95,0.2,"stage_T","T_stage",0.349264705882353
"9","Normal",27,0.2,"stage_T","T_stage",0.122727272727273
"0","T1",51,0.2,"stage_T","T_stage",0.00890518596123625
"1","T1",109,0.2,"stage_T","T_stage",0.0303367659337601
"2","T1",150,0.2,"stage_T","T_stage",0.0625782227784731
"3","T1",0,0.2,"stage_T","T_stage",0
"4","T1",34,0.2,"stage_T","T_stage",0.0270916334661355
"5","T1",37,0.2,"stage_T","T_stage",0.0416197975253093
"6","T1",57,0.2,"stage_T","T_stage",0.0996503496503496
"7","T1",23,0.2,"stage_T","T_stage",0.0508849557522124
"8","T1",2,0.2,"stage_T","T_stage",0.00735294117647059
"9","T1",8,0.2,"stage_T","T_stage",0.0363636363636364
"0","T2",4,0.2,"stage_T","T_stage",0.00069844595774402
"1","T2",104,0.2,"stage_T","T_stage",0.0289451711661564
"2","T2",77,0.2,"stage_T","T_stage",0.0321234876929495
"3","T2",418,0.2,"stage_T","T_stage",0.25150421179302
"4","T2",27,0.2,"stage_T","T_stage",0.0215139442231076
"5","T2",42,0.2,"stage_T","T_stage",0.047244094488189
"6","T2",109,0.2,"stage_T","T_stage",0.190559440559441
"7","T2",43,0.2,"stage_T","T_stage",0.0951327433628319
"8","T2",17,0.2,"stage_T","T_stage",0.0625
"9","T2",4,0.2,"stage_T","T_stage",0.0181818181818182
"0","T3",5,0.2,"stage_T","T_stage",0.000873057447180024
"1","T3",33,0.2,"stage_T","T_stage",0.00918452546618425
"2","T3",14,0.2,"stage_T","T_stage",0.00584063412599082
"3","T3",42,0.2,"stage_T","T_stage",0.0252707581227437
"4","T3",14,0.2,"stage_T","T_stage",0.0111553784860558
"5","T3",8,0.2,"stage_T","T_stage",0.00899887514060742
"6","T3",40,0.2,"stage_T","T_stage",0.0699300699300699
"7","T3",25,0.2,"stage_T","T_stage",0.0553097345132743
"8","T3",10,0.2,"stage_T","T_stage",0.0367647058823529
"9","T3",1,0.2,"stage_T","T_stage",0.00454545454545455
"0","T4",19,0.2,"stage_T","T_stage",0.00331761829928409
"1","T4",50,0.2,"stage_T","T_stage",0.0139159476760367
"2","T4",72,0.2,"stage_T","T_stage",0.0300375469336671
"3","T4",1183,0.2,"stage_T","T_stage",0.71179302045728
"4","T4",38,0.2,"stage_T","T_stage",0.0302788844621514
"5","T4",77,0.2,"stage_T","T_stage",0.0866141732283465
"6","T4",14,0.2,"stage_T","T_stage",0.0244755244755245
"7","T4",50,0.2,"stage_T","T_stage",0.110619469026549
"8","T4",29,0.2,"stage_T","T_stage",0.106617647058824
"9","T4",11,0.2,"stage_T","T_stage",0.05
"0","Ta",2,0.2,"stage_T","T_stage",0.00034922297887201
"1","Ta",2,0.2,"stage_T","T_stage",0.00055663790704147
"2","Ta",0,0.2,"stage_T","T_stage",0
"3","Ta",0,0.2,"stage_T","T_stage",0
"4","Ta",0,0.2,"stage_T","T_stage",0
"5","Ta",0,0.2,"stage_T","T_stage",0
"6","Ta",0,0.2,"stage_T","T_stage",0
"7","Ta",0,0.2,"stage_T","T_stage",0
"8","Ta",0,0.2,"stage_T","T_stage",0
"9","Ta",0,0.2,"stage_T","T_stage",0
"0",NA,2059,0.2,"stage_T","T_stage",0.359525056748734
"1",NA,2448,0.2,"stage_T","T_stage",0.681324798218759
"2",NA,1487,0.2,"stage_T","T_stage",0.620358781810597
"3",NA,19,0.2,"stage_T","T_stage",0.0114320096269555
"4",NA,526,0.2,"stage_T","T_stage",0.419123505976096
"5",NA,505,0.2,"stage_T","T_stage",0.568053993250844
"6",NA,252,0.2,"stage_T","T_stage",0.440559440559441
"7",NA,148,0.2,"stage_T","T_stage",0.327433628318584
"8",NA,119,0.2,"stage_T","T_stage",0.4375
"9",NA,169,0.2,"stage_T","T_stage",0.768181818181818
"0","N0",75,0.2,"stage_N","N_stage",0.0130958617077004
"1","N0",206,0.2,"stage_N","N_stage",0.0573337044252714
"2","N0",208,0.2,"stage_N","N_stage",0.0867751355861494
"3","N0",0,0.2,"stage_N","N_stage",0
"4","N0",60,0.2,"stage_N","N_stage",0.047808764940239
"5","N0",42,0.2,"stage_N","N_stage",0.047244094488189
"6","N0",90,0.2,"stage_N","N_stage",0.157342657342657
"7","N0",31,0.2,"stage_N","N_stage",0.0685840707964602
"8","N0",4,0.2,"stage_N","N_stage",0.0147058823529412
"9","N0",9,0.2,"stage_N","N_stage",0.0409090909090909
"0","N2",1,0.2,"stage_N","N_stage",0.000174611489436005
"1","N2",0,0.2,"stage_N","N_stage",0
"2","N2",1,0.2,"stage_N","N_stage",0.000417188151856487
"3","N2",0,0.2,"stage_N","N_stage",0
"4","N2",0,0.2,"stage_N","N_stage",0
"5","N2",1,0.2,"stage_N","N_stage",0.00112485939257593
"6","N2",0,0.2,"stage_N","N_stage",0
"7","N2",0,0.2,"stage_N","N_stage",0
"8","N2",0,0.2,"stage_N","N_stage",0
"9","N2",0,0.2,"stage_N","N_stage",0
"0","N3",3,0.2,"stage_N","N_stage",0.000523834468308015
"1","N3",31,0.2,"stage_N","N_stage",0.00862788755914278
"2","N3",12,0.2,"stage_N","N_stage",0.00500625782227785
"3","N3",0,0.2,"stage_N","N_stage",0
"4","N3",7,0.2,"stage_N","N_stage",0.00557768924302789
"5","N3",3,0.2,"stage_N","N_stage",0.00337457817772778
"6","N3",37,0.2,"stage_N","N_stage",0.0646853146853147
"7","N3",0,0.2,"stage_N","N_stage",0
"8","N3",1,0.2,"stage_N","N_stage",0.00367647058823529
"9","N3",1,0.2,"stage_N","N_stage",0.00454545454545455
"0","Normal",3587,0.2,"stage_N","N_stage",0.62633141260695
"1","Normal",847,0.2,"stage_N","N_stage",0.235736153632062
"2","Normal",597,0.2,"stage_N","N_stage",0.249061326658323
"3","Normal",0,0.2,"stage_N","N_stage",0
"4","Normal",616,0.2,"stage_N","N_stage",0.490836653386454
"5","Normal",220,0.2,"stage_N","N_stage",0.247469066366704
"6","Normal",100,0.2,"stage_N","N_stage",0.174825174825175
"7","Normal",163,0.2,"stage_N","N_stage",0.360619469026549
"8","Normal",95,0.2,"stage_N","N_stage",0.349264705882353
"9","Normal",27,0.2,"stage_N","N_stage",0.122727272727273
"0",NA,2061,0.2,"stage_N","N_stage",0.359874279727606
"1",NA,2509,0.2,"stage_N","N_stage",0.698302254383524
"2",NA,1579,0.2,"stage_N","N_stage",0.658740091781393
"3",NA,1662,0.2,"stage_N","N_stage",1
"4",NA,572,0.2,"stage_N","N_stage",0.455776892430279
"5",NA,623,0.2,"stage_N","N_stage",0.700787401574803
"6",NA,345,0.2,"stage_N","N_stage",0.603146853146853
"7",NA,258,0.2,"stage_N","N_stage",0.570796460176991
"8",NA,172,0.2,"stage_N","N_stage",0.632352941176471
"9",NA,183,0.2,"stage_N","N_stage",0.831818181818182
"0","M0",78,0.2,"stage_M","M_stage",0.0136196961760084
"1","M0",237,0.2,"stage_M","M_stage",0.0659615919844141
"2","M0",220,0.2,"stage_M","M_stage",0.0917813934084272
"3","M0",0,0.2,"stage_M","M_stage",0
"4","M0",67,0.2,"stage_M","M_stage",0.0533864541832669
"5","M0",45,0.2,"stage_M","M_stage",0.0506186726659168
"6","M0",127,0.2,"stage_M","M_stage",0.222027972027972
"7","M0",31,0.2,"stage_M","M_stage",0.0685840707964602
"8","M0",5,0.2,"stage_M","M_stage",0.0183823529411765
"9","M0",10,0.2,"stage_M","M_stage",0.0454545454545455
"0","Normal",3587,0.2,"stage_M","M_stage",0.62633141260695
"1","Normal",847,0.2,"stage_M","M_stage",0.235736153632062
"2","Normal",597,0.2,"stage_M","M_stage",0.249061326658323
"3","Normal",0,0.2,"stage_M","M_stage",0
"4","Normal",616,0.2,"stage_M","M_stage",0.490836653386454
"5","Normal",220,0.2,"stage_M","M_stage",0.247469066366704
"6","Normal",100,0.2,"stage_M","M_stage",0.174825174825175
"7","Normal",163,0.2,"stage_M","M_stage",0.360619469026549
"8","Normal",95,0.2,"stage_M","M_stage",0.349264705882353
"9","Normal",27,0.2,"stage_M","M_stage",0.122727272727273
"0",NA,2062,0.2,"stage_M","M_stage",0.360048891217042
"1",NA,2509,0.2,"stage_M","M_stage",0.698302254383524
"2",NA,1580,0.2,"stage_M","M_stage",0.65915727993325
"3",NA,1662,0.2,"stage_M","M_stage",1
"4",NA,572,0.2,"stage_M","M_stage",0.455776892430279
"5",NA,624,0.2,"stage_M","M_stage",0.701912260967379
"6",NA,345,0.2,"stage_M","M_stage",0.603146853146853
"7",NA,258,0.2,"stage_M","M_stage",0.570796460176991
"8",NA,172,0.2,"stage_M","M_stage",0.632352941176471
"9",NA,183,0.2,"stage_M","M_stage",0.831818181818182
"0","MIBC",131,0.2,"clinical_type","Type",0.0228741051161166
"1","MIBC",604,0.2,"clinical_type","Type",0.168104647926524
"2","MIBC",538,0.2,"clinical_type","Type",0.22444722569879
"3","MIBC",1662,0.2,"clinical_type","Type",1
"4","MIBC",184,0.2,"clinical_type","Type",0.146613545816733
"5","MIBC",161,0.2,"clinical_type","Type",0.181102362204724
"6","MIBC",282,0.2,"clinical_type","Type",0.493006993006993
"7","MIBC",123,0.2,"clinical_type","Type",0.27212389380531
"8","MIBC",79,0.2,"clinical_type","Type",0.290441176470588
"9","MIBC",36,0.2,"clinical_type","Type",0.163636363636364
"0","NMIBC",2009,0.2,"clinical_type","Type",0.350794482276934
"1","NMIBC",2142,0.2,"clinical_type","Type",0.596159198441414
"2","NMIBC",1262,0.2,"clinical_type","Type",0.526491447642887
"3","NMIBC",0,0.2,"clinical_type","Type",0
"4","NMIBC",455,0.2,"clinical_type","Type",0.362549800796813
"5","NMIBC",508,0.2,"clinical_type","Type",0.571428571428571
"6","NMIBC",190,0.2,"clinical_type","Type",0.332167832167832
"7","NMIBC",166,0.2,"clinical_type","Type",0.367256637168142
"8","NMIBC",98,0.2,"clinical_type","Type",0.360294117647059
"9","NMIBC",157,0.2,"clinical_type","Type",0.713636363636364
"0","Normal",3587,0.2,"clinical_type","Type",0.62633141260695
"1","Normal",847,0.2,"clinical_type","Type",0.235736153632062
"2","Normal",597,0.2,"clinical_type","Type",0.249061326658323
"3","Normal",0,0.2,"clinical_type","Type",0
"4","Normal",616,0.2,"clinical_type","Type",0.490836653386454
"5","Normal",220,0.2,"clinical_type","Type",0.247469066366704
"6","Normal",100,0.2,"clinical_type","Type",0.174825174825175
"7","Normal",163,0.2,"clinical_type","Type",0.360619469026549
"8","Normal",95,0.2,"clinical_type","Type",0.349264705882353
"9","Normal",27,0.2,"clinical_type","Type",0.122727272727273
"0","CNP0000460",40,0.4,"dataset","dataset",0.00754716981132075
"1","CNP0000460",193,0.4,"dataset","dataset",0.0904404873477038
"2","CNP0000460",0,0.4,"dataset","dataset",0
"3","CNP0000460",34,0.4,"dataset","dataset",0.0213433772755807
"4","CNP0000460",172,0.4,"dataset","dataset",0.116294793779581
"5","CNP0000460",57,0.4,"dataset","dataset",0.0454908220271349
"6","CNP0000460",71,0.4,"dataset","dataset",0.064721969006381
"7","CNP0000460",41,0.4,"dataset","dataset",0.0460674157303371
"8","CNP0000460",137,0.4,"dataset","dataset",0.23951048951049
"9","CNP0000460",43,0.4,"dataset","dataset",0.0951327433628319
"10","CNP0000460",6,0.4,"dataset","dataset",0.0214285714285714
"11","CNP0000460",9,0.4,"dataset","dataset",0.0409090909090909
"12","CNP0000460",15,0.4,"dataset","dataset",0.142857142857143
"0","GSE326225",19,0.4,"dataset","dataset",0.00358490566037736
"1","GSE326225",83,0.4,"dataset","dataset",0.0388940955951265
"2","GSE326225",19,0.4,"dataset","dataset",0.0114182692307692
"3","GSE326225",14,0.4,"dataset","dataset",0.00878844946641557
"4","GSE326225",80,0.4,"dataset","dataset",0.0540906017579446
"5","GSE326225",49,0.4,"dataset","dataset",0.0391061452513966
"6","GSE326225",52,0.4,"dataset","dataset",0.0474020054694622
"7","GSE326225",23,0.4,"dataset","dataset",0.0258426966292135
"8","GSE326225",10,0.4,"dataset","dataset",0.0174825174825175
"9","GSE326225",0,0.4,"dataset","dataset",0
"10","GSE326225",17,0.4,"dataset","dataset",0.0607142857142857
"11","GSE326225",10,0.4,"dataset","dataset",0.0454545454545455
"12","GSE326225",9,0.4,"dataset","dataset",0.0857142857142857
"0","HRA003620",402,0.4,"dataset","dataset",0.0758490566037736
"1","HRA003620",11,0.4,"dataset","dataset",0.00515463917525773
"2","HRA003620",0,0.4,"dataset","dataset",0
"3","HRA003620",9,0.4,"dataset","dataset",0.00564971751412429
"4","HRA003620",6,0.4,"dataset","dataset",0.00405679513184584
"5","HRA003620",109,0.4,"dataset","dataset",0.0869912210694334
"6","HRA003620",57,0.4,"dataset","dataset",0.0519598906107566
"7","HRA003620",58,0.4,"dataset","dataset",0.0651685393258427
"8","HRA003620",29,0.4,"dataset","dataset",0.0506993006993007
"9","HRA003620",106,0.4,"dataset","dataset",0.234513274336283
"10","HRA003620",28,0.4,"dataset","dataset",0.1
"11","HRA003620",3,0.4,"dataset","dataset",0.0136363636363636
"12","HRA003620",1,0.4,"dataset","dataset",0.00952380952380952
"0","InhouseData",0,0.4,"dataset","dataset",0
"1","InhouseData",61,0.4,"dataset","dataset",0.0285848172446111
"2","InhouseData",1645,0.4,"dataset","dataset",0.988581730769231
"3","InhouseData",1,0.4,"dataset","dataset",0.000627746390458255
"4","InhouseData",67,0.4,"dataset","dataset",0.0453008789722786
"5","InhouseData",44,0.4,"dataset","dataset",0.0351157222665603
"6","InhouseData",15,0.4,"dataset","dataset",0.0136736554238833
"7","InhouseData",118,0.4,"dataset","dataset",0.132584269662921
"8","InhouseData",93,0.4,"dataset","dataset",0.162587412587413
"9","InhouseData",110,0.4,"dataset","dataset",0.243362831858407
"10","InhouseData",53,0.4,"dataset","dataset",0.189285714285714
"11","InhouseData",14,0.4,"dataset","dataset",0.0636363636363636
"12","InhouseData",11,0.4,"dataset","dataset",0.104761904761905
"0","PRJNA662018",4839,0.4,"dataset","dataset",0.913018867924528
"1","PRJNA662018",1786,0.4,"dataset","dataset",0.836925960637301
"2","PRJNA662018",0,0.4,"dataset","dataset",0
"3","PRJNA662018",1535,0.4,"dataset","dataset",0.963590709353421
"4","PRJNA662018",1154,0.4,"dataset","dataset",0.78025693035835
"5","PRJNA662018",994,0.4,"dataset","dataset",0.793296089385475
"6","PRJNA662018",902,0.4,"dataset","dataset",0.822242479489517
"7","PRJNA662018",650,0.4,"dataset","dataset",0.730337078651685
"8","PRJNA662018",303,0.4,"dataset","dataset",0.52972027972028
"9","PRJNA662018",193,0.4,"dataset","dataset",0.426991150442478
"10","PRJNA662018",176,0.4,"dataset","dataset",0.628571428571429
"11","PRJNA662018",184,0.4,"dataset","dataset",0.836363636363636
"12","PRJNA662018",69,0.4,"dataset","dataset",0.657142857142857
"0","CNP0000460_P01N",12,0.4,"specimen_orig_ident","orig.ident",0.00226415094339623
"1","CNP0000460_P01N",0,0.4,"specimen_orig_ident","orig.ident",0
"2","CNP0000460_P01N",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P01N",4,0.4,"specimen_orig_ident","orig.ident",0.00251098556183302
"4","CNP0000460_P01N",9,0.4,"specimen_orig_ident","orig.ident",0.00608519269776876
"5","CNP0000460_P01N",7,0.4,"specimen_orig_ident","orig.ident",0.00558659217877095
"6","CNP0000460_P01N",8,0.4,"specimen_orig_ident","orig.ident",0.0072926162260711
"7","CNP0000460_P01N",3,0.4,"specimen_orig_ident","orig.ident",0.00337078651685393
"8","CNP0000460_P01N",13,0.4,"specimen_orig_ident","orig.ident",0.0227272727272727
"9","CNP0000460_P01N",4,0.4,"specimen_orig_ident","orig.ident",0.00884955752212389
"10","CNP0000460_P01N",0,0.4,"specimen_orig_ident","orig.ident",0
"11","CNP0000460_P01N",0,0.4,"specimen_orig_ident","orig.ident",0
"12","CNP0000460_P01N",1,0.4,"specimen_orig_ident","orig.ident",0.00952380952380952
"0","CNP0000460_P01T",2,0.4,"specimen_orig_ident","orig.ident",0.000377358490566038
"1","CNP0000460_P01T",25,0.4,"specimen_orig_ident","orig.ident",0.0117150890346767
"2","CNP0000460_P01T",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P01T",0,0.4,"specimen_orig_ident","orig.ident",0
"4","CNP0000460_P01T",12,0.4,"specimen_orig_ident","orig.ident",0.00811359026369168
"5","CNP0000460_P01T",4,0.4,"specimen_orig_ident","orig.ident",0.00319233838786911
"6","CNP0000460_P01T",1,0.4,"specimen_orig_ident","orig.ident",0.000911577028258888
"7","CNP0000460_P01T",1,0.4,"specimen_orig_ident","orig.ident",0.00112359550561798
"8","CNP0000460_P01T",5,0.4,"specimen_orig_ident","orig.ident",0.00874125874125874
"9","CNP0000460_P01T",0,0.4,"specimen_orig_ident","orig.ident",0
"10","CNP0000460_P01T",1,0.4,"specimen_orig_ident","orig.ident",0.00357142857142857
"11","CNP0000460_P01T",0,0.4,"specimen_orig_ident","orig.ident",0
"12","CNP0000460_P01T",2,0.4,"specimen_orig_ident","orig.ident",0.019047619047619
"0","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"1","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"2","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"4","CNP0000460_P02N",1,0.4,"specimen_orig_ident","orig.ident",0.000676132521974307
"5","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"6","CNP0000460_P02N",1,0.4,"specimen_orig_ident","orig.ident",0.000911577028258888
"7","CNP0000460_P02N",1,0.4,"specimen_orig_ident","orig.ident",0.00112359550561798
"8","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"9","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"10","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"11","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"12","CNP0000460_P02N",0,0.4,"specimen_orig_ident","orig.ident",0
"0","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"1","CNP0000460_P02T",5,0.4,"specimen_orig_ident","orig.ident",0.00234301780693533
"2","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"4","CNP0000460_P02T",5,0.4,"specimen_orig_ident","orig.ident",0.00338066260987153
"5","CNP0000460_P02T",3,0.4,"specimen_orig_ident","orig.ident",0.00239425379090184
"6","CNP0000460_P02T",2,0.4,"specimen_orig_ident","orig.ident",0.00182315405651778
"7","CNP0000460_P02T",2,0.4,"specimen_orig_ident","orig.ident",0.00224719101123596
"8","CNP0000460_P02T",4,0.4,"specimen_orig_ident","orig.ident",0.00699300699300699
"9","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"10","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"11","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"12","CNP0000460_P02T",0,0.4,"specimen_orig_ident","orig.ident",0
"0","CNP0000460_P03N",2,0.4,"specimen_orig_ident","orig.ident",0.000377358490566038
"1","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"2","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"4","CNP0000460_P03N",1,0.4,"specimen_orig_ident","orig.ident",0.000676132521974307
"5","CNP0000460_P03N",1,0.4,"specimen_orig_ident","orig.ident",0.000798084596967279
"6","CNP0000460_P03N",1,0.4,"specimen_orig_ident","orig.ident",0.000911577028258888
"7","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"8","CNP0000460_P03N",2,0.4,"specimen_orig_ident","orig.ident",0.0034965034965035
"9","CNP0000460_P03N",11,0.4,"specimen_orig_ident","orig.ident",0.0243362831858407
"10","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"11","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"12","CNP0000460_P03N",0,0.4,"specimen_orig_ident","orig.ident",0
"0","CNP0000460_P03T",1,0.4,"specimen_orig_ident","orig.ident",0.000188679245283019
"1","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"2","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P03T",1,0.4,"specimen_orig_ident","orig.ident",0.000627746390458255
"4","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"5","CNP0000460_P03T",1,0.4,"specimen_orig_ident","orig.ident",0.000798084596967279
"6","CNP0000460_P03T",1,0.4,"specimen_orig_ident","orig.ident",0.000911577028258888
"7","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"8","CNP0000460_P03T",2,0.4,"specimen_orig_ident","orig.ident",0.0034965034965035
"9","CNP0000460_P03T",10,0.4,"specimen_orig_ident","orig.ident",0.0221238938053097
"10","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"11","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"12","CNP0000460_P03T",0,0.4,"specimen_orig_ident","orig.ident",0
"0","CNP0000460_P04T",2,0.4,"specimen_orig_ident","orig.ident",0.000377358490566038
"1","CNP0000460_P04T",31,0.4,"specimen_orig_ident","orig.ident",0.0145267104029991
"2","CNP0000460_P04T",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P04T",0,0.4,"specimen_orig_ident","orig.ident",0
"4","CNP0000460_P04T",10,0.4,"specimen_orig_ident","orig.ident",0.00676132521974307
"5","CNP0000460_P04T",7,0.4,"specimen_orig_ident","orig.ident",0.00558659217877095
"6","CNP0000460_P04T",2,0.4,"specimen_orig_ident","orig.ident",0.00182315405651778
"7","CNP0000460_P04T",3,0.4,"specimen_orig_ident","orig.ident",0.00337078651685393
"8","CNP0000460_P04T",37,0.4,"specimen_orig_ident","orig.ident",0.0646853146853147
"9","CNP0000460_P04T",0,0.4,"specimen_orig_ident","orig.ident",0
"10","CNP0000460_P04T",1,0.4,"specimen_orig_ident","orig.ident",0.00357142857142857
"11","CNP0000460_P04T",1,0.4,"specimen_orig_ident","orig.ident",0.00454545454545455
"12","CNP0000460_P04T",1,0.4,"specimen_orig_ident","orig.ident",0.00952380952380952
"0","CNP0000460_P05N",2,0.4,"specimen_orig_ident","orig.ident",0.000377358490566038
"1","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"2","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"3","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"4","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"5","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"6","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"7","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"8","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
"9","CNP0000460_P05N",1,0.4,"specimen_orig_ident","orig.ident",0.00221238938053097
"10","CNP0000460_P05N",0,0.4,"specimen_orig_ident","orig.ident",0
