"cluster","group","n_cells","resolution","field","within_cluster_fraction"
"5","HRA003620_BC-24",5,0.2,"orig.ident",0.0110864745011086
"6","HRA003620_BC-24",0,0.2,"orig.ident",0
"7","HRA003620_BC-24",0,0.2,"orig.ident",0
"8","HRA003620_BC-24",0,0.2,"orig.ident",0
"0","HRA003620_BC-27",12,0.2,"orig.ident",0.00192153722978383
"1","HRA003620_BC-27",5,0.2,"orig.ident",0.00176678445229682
"2","HRA003620_BC-27",5,0.2,"orig.ident",0.00194024058983314
"3","HRA003620_BC-27",0,0.2,"orig.ident",0
"4","HRA003620_BC-27",4,0.2,"orig.ident",0.00402010050251256
"5","HRA003620_BC-27",8,0.2,"orig.ident",0.0177383592017738
"6","HRA003620_BC-27",0,0.2,"orig.ident",0
"7","HRA003620_BC-27",0,0.2,"orig.ident",0
"8","HRA003620_BC-27",0,0.2,"orig.ident",0
"0","HRA003620_BC-30",1,0.2,"orig.ident",0.000160128102481986
"1","HRA003620_BC-30",1,0.2,"orig.ident",0.000353356890459364
"2","HRA003620_BC-30",2,0.2,"orig.ident",0.000776096235933256
"3","HRA003620_BC-30",0,0.2,"orig.ident",0
"4","HRA003620_BC-30",1,0.2,"orig.ident",0.00100502512562814
"5","HRA003620_BC-30",0,0.2,"orig.ident",0
"6","HRA003620_BC-30",0,0.2,"orig.ident",0
"7","HRA003620_BC-30",0,0.2,"orig.ident",0
"8","HRA003620_BC-30",1,0.2,"orig.ident",0.0072463768115942
"0","HRA003620_NC-04",36,0.2,"orig.ident",0.00576461168935148
"1","HRA003620_NC-04",0,0.2,"orig.ident",0
"2","HRA003620_NC-04",5,0.2,"orig.ident",0.00194024058983314
"3","HRA003620_NC-04",0,0.2,"orig.ident",0
"4","HRA003620_NC-04",10,0.2,"orig.ident",0.0100502512562814
"5","HRA003620_NC-04",34,0.2,"orig.ident",0.0753880266075388
"6","HRA003620_NC-04",0,0.2,"orig.ident",0
"7","HRA003620_NC-04",0,0.2,"orig.ident",0
"8","HRA003620_NC-04",0,0.2,"orig.ident",0
"0","HRA003620_NC-05",61,0.2,"orig.ident",0.00976781425140112
"1","HRA003620_NC-05",0,0.2,"orig.ident",0
"2","HRA003620_NC-05",14,0.2,"orig.ident",0.00543267365153279
"3","HRA003620_NC-05",0,0.2,"orig.ident",0
"4","HRA003620_NC-05",4,0.2,"orig.ident",0.00402010050251256
"5","HRA003620_NC-05",12,0.2,"orig.ident",0.0266075388026608
"6","HRA003620_NC-05",0,0.2,"orig.ident",0
"7","HRA003620_NC-05",1,0.2,"orig.ident",0.00480769230769231
"8","HRA003620_NC-05",0,0.2,"orig.ident",0
"0","HRA003620_NC-11",24,0.2,"orig.ident",0.00384307445956765
"1","HRA003620_NC-11",1,0.2,"orig.ident",0.000353356890459364
"2","HRA003620_NC-11",1,0.2,"orig.ident",0.000388048117966628
"3","HRA003620_NC-11",0,0.2,"orig.ident",0
"4","HRA003620_NC-11",6,0.2,"orig.ident",0.00603015075376884
"5","HRA003620_NC-11",10,0.2,"orig.ident",0.0221729490022173
"6","HRA003620_NC-11",0,0.2,"orig.ident",0
"7","HRA003620_NC-11",0,0.2,"orig.ident",0
"8","HRA003620_NC-11",1,0.2,"orig.ident",0.0072463768115942
"0","HRA003620_NC-24",31,0.2,"orig.ident",0.00496397117694155
"1","HRA003620_NC-24",0,0.2,"orig.ident",0
"2","HRA003620_NC-24",11,0.2,"orig.ident",0.00426852929763291
"3","HRA003620_NC-24",0,0.2,"orig.ident",0
"4","HRA003620_NC-24",11,0.2,"orig.ident",0.0110552763819095
"5","HRA003620_NC-24",10,0.2,"orig.ident",0.0221729490022173
"6","HRA003620_NC-24",0,0.2,"orig.ident",0
"7","HRA003620_NC-24",0,0.2,"orig.ident",0
"8","HRA003620_NC-24",2,0.2,"orig.ident",0.0144927536231884
"0","HRA003620_NC-27",38,0.2,"orig.ident",0.00608486789431545
"1","HRA003620_NC-27",0,0.2,"orig.ident",0
"2","HRA003620_NC-27",7,0.2,"orig.ident",0.0027163368257664
"3","HRA003620_NC-27",0,0.2,"orig.ident",0
"4","HRA003620_NC-27",14,0.2,"orig.ident",0.014070351758794
"5","HRA003620_NC-27",5,0.2,"orig.ident",0.0110864745011086
"6","HRA003620_NC-27",0,0.2,"orig.ident",0
"7","HRA003620_NC-27",0,0.2,"orig.ident",0
"8","HRA003620_NC-27",1,0.2,"orig.ident",0.0072463768115942
"0","HRA003620_NC-30",149,0.2,"orig.ident",0.0238590872698159
"1","HRA003620_NC-30",0,0.2,"orig.ident",0
"2","HRA003620_NC-30",50,0.2,"orig.ident",0.0194024058983314
"3","HRA003620_NC-30",0,0.2,"orig.ident",0
"4","HRA003620_NC-30",36,0.2,"orig.ident",0.0361809045226131
"5","HRA003620_NC-30",14,0.2,"orig.ident",0.0310421286031042
