"PC","stdev","variance_percent","cumulative_variance_percent","selected_for_clustering"
1,7.54614133186521,14.0584349156415,14.0584349156415,TRUE
2,6.3749662900481,10.0332790263465,24.091713941988,TRUE
3,5.5229738780332,7.53066074650299,31.622374688491,TRUE
4,5.06427472105648,6.33171879183601,37.954093480327,TRUE
5,4.33399222990219,4.63728045050409,42.5913739308311,TRUE
6,4.21675981663097,4.38980101135349,46.9811749421846,TRUE
7,4.00051702144034,3.95111208691993,50.9322870291045,TRUE
8,3.59122018194051,3.18398615805847,54.116273187163,TRUE
9,3.41598931248496,2.88084645381835,56.9971196409813,TRUE
10,3.2761155761781,2.64975386377507,59.6468735047564,TRUE
11,3.15035107462267,2.45021962109528,62.0970931258517,TRUE
12,3.07250455628537,2.33062379468869,64.4277169205404,TRUE
13,2.94181419422043,2.13657224853046,66.5642891690708,TRUE
14,2.70475356855281,1.80610298273662,68.3703921518075,TRUE
15,2.67468760699092,1.76617297763518,70.1365651294427,TRUE
16,2.54248417860405,1.59589246083083,71.7324575902735,TRUE
17,2.47413582685259,1.51124257893928,73.2437001692128,TRUE
18,2.38013862346391,1.39859383221323,74.642294001426,TRUE
19,2.35855502949519,1.37334336021071,76.0156373616367,TRUE
20,2.28140378203199,1.28496535742621,77.3006027190629,TRUE
21,2.19418255561494,1.18859150197229,78.4891942210352,TRUE
22,2.13158191734674,1.12173729590351,79.6109315169387,TRUE
23,2.11055012374516,1.09971068914796,80.7106422060867,TRUE
24,2.02654835903789,1.0139138330484,81.7245560391351,FALSE
25,2.00384935035685,0.991327699110696,82.7158837382458,FALSE
26,1.92868830115913,0.918356273951019,83.6342400121968,FALSE
27,1.90283064585102,0.893896793700775,84.5281368058976,FALSE
28,1.87793457058763,0.870658849641013,85.3987956555386,FALSE
29,1.8723068191744,0.865448327648907,86.2642439831875,FALSE
30,1.80127843222207,0.801030039495612,87.0652740226831,FALSE
31,1.78889320187704,0.790052464712791,87.8553264873959,FALSE
32,1.76086332534589,0.765488025379319,88.6208145127752,FALSE
33,1.74910309342331,0.75529727994841,89.3761117927236,FALSE
34,1.73576428276285,0.743821281848756,90.1199330745724,FALSE
35,1.70899782474536,0.721057875797393,90.8409909503698,FALSE
36,1.67886365499944,0.695853730174663,91.5368446805444,FALSE
37,1.67444602908829,0.692196521807527,92.229041202352,FALSE
38,1.65070403745562,0.672706357397098,92.901747559749,FALSE
39,1.63865492910747,0.662921527388707,93.5646690871378,FALSE
40,1.6082792400739,0.638572213593756,94.2032413007315,FALSE
41,1.58883724023181,0.623226520814323,94.8264678215458,FALSE
42,1.58109045412791,0.617163933228001,95.4436317547738,FALSE
43,1.56320835563098,0.603282656920969,96.0469144116948,FALSE
44,1.54799466251789,0.591597081362031,96.6385114930568,FALSE
45,1.54310159156758,0.58786302260986,97.2263745156667,FALSE
46,1.53541897822504,0.582024027105396,97.8083985427721,FALSE
47,1.51528125001588,0.566857116935615,98.3752556597077,FALSE
48,1.49122298974132,0.548999925906733,98.9242555856144,FALSE
49,1.48023100611046,0.540936266257604,99.465191851872,FALSE
50,1.4718225591318,0.534808148127953,100,FALSE
