"from_resolution","to_resolution","parent_cluster","child_cluster","n_cells","fraction_of_parent"
0.6,0.8,"13","6",2,0.0027359781121751
0.6,0.8,"5","7",1893,0.808628791114908
0.6,0.8,"0","8",1,0.000118638035354135
0.6,0.8,"4","8",3,0.00110294117647059
0.6,0.8,"7","8",1779,0.994410285075461
0.6,0.8,"2","9",2,0.000469814423302795
0.6,0.8,"4","9",3,0.00110294117647059
0.6,0.8,"8","9",1766,0.997176736307171
0.6,0.8,"1","10",94,0.0114257931202139
0.6,0.8,"3","10",4,0.00125352554058289
0.6,0.8,"6","10",1634,0.700085689802913
0.6,0.8,"13","10",1,0.00136798905608755
0.6,0.8,"3","11",1,0.000313381385145722
0.6,0.8,"9","11",1006,0.998015873015873
0.6,0.8,"1","12",16,0.00194481585024918
0.6,0.8,"2","12",10,0.00234907211651398
0.6,0.8,"3","12",1,0.000313381385145722
0.6,0.8,"4","12",4,0.00147058823529412
0.6,0.8,"5","12",1,0.000427167876975651
0.6,0.8,"6","12",1,0.000428449014567267
0.6,0.8,"9","12",2,0.00198412698412698
0.6,0.8,"10","12",928,0.992513368983957
0.6,0.8,"1","13",7,0.000850856934484016
0.6,0.8,"11","13",840,1
0.6,0.8,"0","14",11,0.00130501838889548
0.6,0.8,"1","14",1,0.000121550990640574
0.6,0.8,"2","14",815,0.191449377495889
0.6,0.8,"3","14",4,0.00125352554058289
0.6,0.8,"1","15",450,0.0546979457882582
0.6,0.8,"5","15",2,0.000854335753951303
0.6,0.8,"13","15",374,0.511627906976744
0.6,0.8,"16","15",2,0.0072992700729927
0.6,0.8,"12","16",763,1
0.6,0.8,"0","17",9,0.00106774231818721
0.6,0.8,"2","17",291,0.0683579985905567
0.6,0.8,"4","17",2,0.000735294117647059
0.6,0.8,"8","17",1,0.000564652738565782
0.6,0.8,"10","17",4,0.00427807486631016
0.6,0.8,"13","17",351,0.480164158686731
0.6,0.8,"14","18",450,1
0.6,0.8,"1","19",2,0.000243101981281147
0.6,0.8,"3","19",2,0.000626762770291445
0.6,0.8,"5","19",445,0.190089705254165
0.6,0.8,"15","20",333,1
0.6,0.8,"1","21",9,0.00109395891576516
0.6,0.8,"2","21",1,0.000234907211651398
0.6,0.8,"6","21",2,0.000856898029134533
0.6,0.8,"16","21",268,0.978102189781022
