"cluster","group","n_cells","resolution","role","field","within_cluster_fraction"
"0","HRA003620_BC-04",275,0.2,"specimen_orig_ident","orig.ident",0.0177625629763596
"1","HRA003620_BC-04",412,0.2,"specimen_orig_ident","orig.ident",0.0351685872812633
"2","HRA003620_BC-04",42,0.2,"specimen_orig_ident","orig.ident",0.0106788710907704
"3","HRA003620_BC-04",7,0.2,"specimen_orig_ident","orig.ident",0.00262270513300862
"4","HRA003620_BC-04",0,0.2,"specimen_orig_ident","orig.ident",0
"5","HRA003620_BC-04",6,0.2,"specimen_orig_ident","orig.ident",0.00338218714768884
"6","HRA003620_BC-04",6,0.2,"specimen_orig_ident","orig.ident",0.00597014925373134
"7","HRA003620_BC-04",76,0.2,"specimen_orig_ident","orig.ident",0.0918984280532043
"8","HRA003620_BC-04",7,0.2,"specimen_orig_ident","orig.ident",0.00917431192660551
"9","HRA003620_BC-04",0,0.2,"specimen_orig_ident","orig.ident",0
"0","HRA003620_BC-05",218,0.2,"specimen_orig_ident","orig.ident",0.014080868104896
"1","HRA003620_BC-05",130,0.2,"specimen_orig_ident","orig.ident",0.011096884336321
"2","HRA003620_BC-05",74,0.2,"specimen_orig_ident","orig.ident",0.0188151538265955
"3","HRA003620_BC-05",20,0.2,"specimen_orig_ident","orig.ident",0.00749344323716748
"4","HRA003620_BC-05",0,0.2,"specimen_orig_ident","orig.ident",0
"5","HRA003620_BC-05",8,0.2,"specimen_orig_ident","orig.ident",0.00450958286358512
"6","HRA003620_BC-05",31,0.2,"specimen_orig_ident","orig.ident",0.0308457711442786
"7","HRA003620_BC-05",5,0.2,"specimen_orig_ident","orig.ident",0.0060459492140266
"8","HRA003620_BC-05",15,0.2,"specimen_orig_ident","orig.ident",0.0196592398427261
"9","HRA003620_BC-05",15,0.2,"specimen_orig_ident","orig.ident",0.0333333333333333
"0","HRA003620_BC-11",252,0.2,"specimen_orig_ident","orig.ident",0.016276966800155
"1","HRA003620_BC-11",187,0.2,"specimen_orig_ident","orig.ident",0.015962441314554
"2","HRA003620_BC-11",48,0.2,"specimen_orig_ident","orig.ident",0.0122044241037376
"3","HRA003620_BC-11",50,0.2,"specimen_orig_ident","orig.ident",0.0187336080929187
"4","HRA003620_BC-11",0,0.2,"specimen_orig_ident","orig.ident",0
"5","HRA003620_BC-11",7,0.2,"specimen_orig_ident","orig.ident",0.00394588500563698
"6","HRA003620_BC-11",26,0.2,"specimen_orig_ident","orig.ident",0.0258706467661692
"7","HRA003620_BC-11",9,0.2,"specimen_orig_ident","orig.ident",0.0108827085852479
"8","HRA003620_BC-11",19,0.2,"specimen_orig_ident","orig.ident",0.0249017038007864
"9","HRA003620_BC-11",4,0.2,"specimen_orig_ident","orig.ident",0.00888888888888889
"0","HRA003620_BC-24",160,0.2,"specimen_orig_ident","orig.ident",0.0103345820953365
"1","HRA003620_BC-24",225,0.2,"specimen_orig_ident","orig.ident",0.0192061459667093
"2","HRA003620_BC-24",18,0.2,"specimen_orig_ident","orig.ident",0.0045766590389016
"3","HRA003620_BC-24",46,0.2,"specimen_orig_ident","orig.ident",0.0172349194454852
"4","HRA003620_BC-24",0,0.2,"specimen_orig_ident","orig.ident",0
"5","HRA003620_BC-24",20,0.2,"specimen_orig_ident","orig.ident",0.0112739571589628
"6","HRA003620_BC-24",1,0.2,"specimen_orig_ident","orig.ident",0.00099502487562189
"7","HRA003620_BC-24",9,0.2,"specimen_orig_ident","orig.ident",0.0108827085852479
"8","HRA003620_BC-24",3,0.2,"specimen_orig_ident","orig.ident",0.00393184796854522
"9","HRA003620_BC-24",0,0.2,"specimen_orig_ident","orig.ident",0
"0","HRA003620_BC-27",98,0.2,"specimen_orig_ident","orig.ident",0.00632993153339362
"1","HRA003620_BC-27",128,0.2,"specimen_orig_ident","orig.ident",0.0109261630388391
"2","HRA003620_BC-27",52,0.2,"specimen_orig_ident","orig.ident",0.0132214594457157
"3","HRA003620_BC-27",13,0.2,"specimen_orig_ident","orig.ident",0.00487073810415886
"4","HRA003620_BC-27",0,0.2,"specimen_orig_ident","orig.ident",0
"5","HRA003620_BC-27",1,0.2,"specimen_orig_ident","orig.ident",0.00056369785794814
"6","HRA003620_BC-27",5,0.2,"specimen_orig_ident","orig.ident",0.00497512437810945
"7","HRA003620_BC-27",6,0.2,"specimen_orig_ident","orig.ident",0.00725513905683192
"8","HRA003620_BC-27",3,0.2,"specimen_orig_ident","orig.ident",0.00393184796854522
"9","HRA003620_BC-27",2,0.2,"specimen_orig_ident","orig.ident",0.00444444444444444
"0","HRA003620_BC-30",544,0.2,"specimen_orig_ident","orig.ident",0.0351375791241442
"1","HRA003620_BC-30",867,0.2,"specimen_orig_ident","orig.ident",0.0740076824583867
"2","HRA003620_BC-30",191,0.2,"specimen_orig_ident","orig.ident",0.0485634375794559
"3","HRA003620_BC-30",28,0.2,"specimen_orig_ident","orig.ident",0.0104908205320345
"4","HRA003620_BC-30",0,0.2,"specimen_orig_ident","orig.ident",0
"5","HRA003620_BC-30",5,0.2,"specimen_orig_ident","orig.ident",0.0028184892897407
"6","HRA003620_BC-30",25,0.2,"specimen_orig_ident","orig.ident",0.0248756218905473
"7","HRA003620_BC-30",56,0.2,"specimen_orig_ident","orig.ident",0.0677146311970979
"8","HRA003620_BC-30",23,0.2,"specimen_orig_ident","orig.ident",0.0301441677588467
"9","HRA003620_BC-30",1,0.2,"specimen_orig_ident","orig.ident",0.00222222222222222
"0","HRA003620_NC-01",664,0.2,"specimen_orig_ident","orig.ident",0.0428885156956466
