"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",1877,0.222683592359711,0.191642116208254,1.16197627518225,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",1504,0.182812689923423,0.191642116208254,0.953927526686064,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",584,0.137185811604416,0.191642116208254,0.715843752504481,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",885,0.277342525853964,0.191642116208254,1.4471898523213,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",112,0.0411764705882353,0.191642116208254,0.214861281032242,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",389,0.166168304143528,0.191642116208254,0.86707612831282,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",572,0.245072836332476,0.191642116208254,1.27880468647174,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",827,0.462269424259363,0.191642116208254,2.41214944504695,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",0,0,0.191642116208254,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",251,0.249007936507937,0.191642116208254,1.29933827404277,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","CNP0000460",140,0.149732620320856,0.191642116208254,0.781313749208154,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","CNP0000460",233,0.277380952380952,0.191642116208254,1.4473903642325,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","CNP0000460",134,0.17562254259502,0.191642116208254,0.916408908802562,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","CNP0000460",42,0.0574555403556772,0.191642116208254,0.299806438649641,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","CNP0000460",103,0.228888888888889,0.191642116208254,1.19435588281732,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","CNP0000460",49,0.147147147147147,0.191642116208254,0.767822595880986,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"16","CNP0000460",39,0.142335766423358,0.191642116208254,0.74271652411041,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",60,0.00711828212124807,0.034560443641225,0.205966167423763,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",396,0.0481341922936672,0.034560443641225,1.39275388919635,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",174,0.0408738548273432,0.034560443641225,1.18267737682011,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",87,0.0272641805076778,0.034560443641225,0.78888398513369,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",35,0.0128676470588235,0.034560443641225,0.372322971093882,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",103,0.0439982913284921,0.034560443641225,1.27308236506575,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",45,0.019280205655527,0.034560443641225,0.557869159773425,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",176,0.0983789826718837,0.034560443641225,2.84657754087779,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",15,0.00846979107848673,0.034560443641225,0.245071827387761,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",30,0.0297619047619048,0.034560443641225,0.861155171237549,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","GSE326225",100,0.106951871657754,0.034560443641225,3.09463248701408,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","GSE326225",54,0.0642857142857143,0.034560443641225,1.86009516987311,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","GSE326225",16,0.0209698558322412,0.034560443641225,0.606758872945356,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","GSE326225",38,0.0519835841313269,0.034560443641225,1.50413532508359,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","GSE326225",21,0.0466666666666667,0.034560443641225,1.35029130850048,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","GSE326225",19,0.0570570570570571,0.034560443641225,1.65093531927343,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"16","GSE326225",27,0.0985401459854015,0.034560443641225,2.85124077133834,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","HRA003620",5070,0.601494839245462,0.366969524422548,1.63908662495055,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","HRA003620",2275,0.276528503707305,0.366969524422548,0.753546235596652,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","HRA003620",2675,0.628376791167489,0.366969524422548,1.71234053333525,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","HRA003620",1225,0.38389219680351,0.366969524422548,1.04611465327425,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","HRA003620",296,0.108823529411765,0.366969524422548,0.296546503644971,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",432,0.184536522853481,0.366969524422548,0.502866070810273,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",1038,0.444730077120823,0.366969524422548,1.21189921103295,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",193,0.1078814980436,0.366969524422548,0.29397944751232,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",0,0,0.366969524422548,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",275,0.27281746031746,0.366969524422548,0.743433560993265,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","HRA003620",165,0.176470588235294,0.366969524422548,0.480886222126981,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","HRA003620",235,0.279761904761905,0.366969524422548,0.762357324364003,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","HRA003620",308,0.403669724770642,0.366969524422548,1.10000885061462,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","HRA003620",333,0.455540355677155,0.366969524422548,1.24135745711848,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","HRA003620",152,0.337777777777778,0.366969524422548,0.92045185035268,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","HRA003620",48,0.144144144144144,0.366969524422548,0.392795953208825,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"16","HRA003620",103,0.375912408759124,0.366969524422548,1.02436955589336,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",748,0.0887412504448926,0.286510038868121,0.309731731549343,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","InhouseData",2649,0.32198857420688,0.286510038868121,1.12382999031699,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","InhouseData",396,0.0930232558139535,0.286510038868121,0.324677125386073,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","InhouseData",542,0.169852710748982,0.286510038868121,0.592833366048873,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","InhouseData",2043,0.751102941176471,0.286510038868121,2.62155889595966,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","InhouseData",1054,0.450234942332337,0.286510038868121,1.57144560836689,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","InhouseData",439,0.18808911739503,0.286510038868121,0.656483514986386,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","InhouseData",416,0.232532140860816,0.286510038868121,0.811602070836511,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","InhouseData",1756,0.991530208921513,0.286510038868121,3.46071716313546,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","InhouseData",286,0.283730158730159,0.286510038868121,0.990297442459803,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","InhouseData",381,0.407486631016043,0.286510038868121,1.4222420709091,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","InhouseData",127,0.151190476190476,0.286510038868121,0.52769695884921,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","InhouseData",124,0.162516382699869,0.286510038868121,0.567227533603716,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","InhouseData",258,0.352941176470588,0.286510038868121,1.23186321102363,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","InhouseData",127,0.282222222222222,0.286510038868121,0.985034323185192,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","InhouseData",142,0.426426426426426,0.286510038868121,1.48834724294847,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"16","InhouseData",85,0.31021897810219,0.286510038868121,1.08275081504206,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","PRJNA662018",674,0.0799620358286867,0.120317876859852,0.664589817536654,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","PRJNA662018",1403,0.170536039868725,0.120317876859852,1.41737906551798,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","PRJNA662018",428,0.100540286586798,0.120317876859852,0.835622180267601,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","PRJNA662018",452,0.141648386085866,0.120317876859852,1.17728462122766,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","PRJNA662018",234,0.0860294117647059,0.120317876859852,0.715017701525054,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","PRJNA662018",363,0.155061939342161,0.120317876859852,1.28876891272591,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","PRJNA662018",240,0.102827763496144,0.120317876859852,0.854634125699536,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","PRJNA662018",177,0.0989379541643376,0.120317876859852,0.822304687769566,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","PRJNA662018",0,0,0.120317876859852,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","PRJNA662018",166,0.16468253968254,0.120317876859852,1.36872877065778,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","PRJNA662018",149,0.159358288770053,0.120317876859852,1.3244772342158,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","PRJNA662018",191,0.227380952380952,0.120317876859852,1.88983514599255,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","PRJNA662018",181,0.237221494102228,0.120317876859852,1.97162300643442,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","PRJNA662018",60,0.0820793433652531,0.120317876859852,0.682187431389438,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","PRJNA662018",47,0.104444444444444,0.120317876859852,0.868070873342478,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","PRJNA662018",75,0.225225225225225,0.120317876859852,1.87191821451081,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"16","PRJNA662018",20,0.072992700729927,0.120317876859852,0.606665465140729,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
