"cluster","group","n_cells","resolution","field","within_cluster_fraction"
"1","CNP0000460_P07N",540,0.2,"orig.ident",0.052194084670404
"2","CNP0000460_P07N",89,0.2,"orig.ident",0.0280580075662043
"3","CNP0000460_P07N",20,0.2,"orig.ident",0.00644745325596389
"4","CNP0000460_P07N",10,0.2,"orig.ident",0.00357142857142857
"5","CNP0000460_P07N",0,0.2,"orig.ident",0
"6","CNP0000460_P07N",5,0.2,"orig.ident",0.00506585612968592
"7","CNP0000460_P07N",1,0.2,"orig.ident",0.00119189511323004
"8","CNP0000460_P07N",12,0.2,"orig.ident",0.0158730158730159
"9","CNP0000460_P07N",2,0.2,"orig.ident",0.00391389432485323
"10","CNP0000460_P07N",6,0.2,"orig.ident",0.0133630289532294
"11","CNP0000460_P07N",5,0.2,"orig.ident",0.0335570469798658
"0","CNP0000460_P07T",138,0.2,"orig.ident",0.0129213483146067
"1","CNP0000460_P07T",99,0.2,"orig.ident",0.0095689155229074
"2","CNP0000460_P07T",41,0.2,"orig.ident",0.0129255989911728
"3","CNP0000460_P07T",11,0.2,"orig.ident",0.00354609929078014
"4","CNP0000460_P07T",8,0.2,"orig.ident",0.00285714285714286
"5","CNP0000460_P07T",0,0.2,"orig.ident",0
"6","CNP0000460_P07T",8,0.2,"orig.ident",0.00810536980749747
"7","CNP0000460_P07T",8,0.2,"orig.ident",0.00953516090584029
"8","CNP0000460_P07T",5,0.2,"orig.ident",0.00661375661375661
"9","CNP0000460_P07T",1,0.2,"orig.ident",0.00195694716242661
"10","CNP0000460_P07T",9,0.2,"orig.ident",0.0200445434298441
"11","CNP0000460_P07T",1,0.2,"orig.ident",0.00671140939597315
"0","GSE326225_BC1",23,0.2,"orig.ident",0.00215355805243446
"1","GSE326225_BC1",2,0.2,"orig.ident",0.0001933114247052
"2","GSE326225_BC1",4,0.2,"orig.ident",0.00126103404791929
"3","GSE326225_BC1",8,0.2,"orig.ident",0.00257898130238556
"4","GSE326225_BC1",4,0.2,"orig.ident",0.00142857142857143
"5","GSE326225_BC1",0,0.2,"orig.ident",0
"6","GSE326225_BC1",0,0.2,"orig.ident",0
"7","GSE326225_BC1",10,0.2,"orig.ident",0.0119189511323004
"8","GSE326225_BC1",1,0.2,"orig.ident",0.00132275132275132
"9","GSE326225_BC1",2,0.2,"orig.ident",0.00391389432485323
"10","GSE326225_BC1",1,0.2,"orig.ident",0.0022271714922049
"11","GSE326225_BC1",0,0.2,"orig.ident",0
"0","GSE326225_BC2",6,0.2,"orig.ident",0.000561797752808989
"1","GSE326225_BC2",0,0.2,"orig.ident",0
"2","GSE326225_BC2",0,0.2,"orig.ident",0
"3","GSE326225_BC2",2,0.2,"orig.ident",0.000644745325596389
"4","GSE326225_BC2",1,0.2,"orig.ident",0.000357142857142857
"5","GSE326225_BC2",0,0.2,"orig.ident",0
"6","GSE326225_BC2",0,0.2,"orig.ident",0
"7","GSE326225_BC2",0,0.2,"orig.ident",0
"8","GSE326225_BC2",0,0.2,"orig.ident",0
"9","GSE326225_BC2",0,0.2,"orig.ident",0
"10","GSE326225_BC2",0,0.2,"orig.ident",0
"11","GSE326225_BC2",0,0.2,"orig.ident",0
"0","GSE326225_BC3",82,0.2,"orig.ident",0.00767790262172285
"1","GSE326225_BC3",2,0.2,"orig.ident",0.0001933114247052
"2","GSE326225_BC3",15,0.2,"orig.ident",0.00472887767969735
"3","GSE326225_BC3",12,0.2,"orig.ident",0.00386847195357834
"4","GSE326225_BC3",6,0.2,"orig.ident",0.00214285714285714
"5","GSE326225_BC3",3,0.2,"orig.ident",0.0013986013986014
"6","GSE326225_BC3",3,0.2,"orig.ident",0.00303951367781155
"7","GSE326225_BC3",7,0.2,"orig.ident",0.00834326579261025
"8","GSE326225_BC3",2,0.2,"orig.ident",0.00264550264550265
"9","GSE326225_BC3",3,0.2,"orig.ident",0.00587084148727984
"10","GSE326225_BC3",1,0.2,"orig.ident",0.0022271714922049
"11","GSE326225_BC3",0,0.2,"orig.ident",0
"0","GSE326225_BC4",113,0.2,"orig.ident",0.0105805243445693
"1","GSE326225_BC4",16,0.2,"orig.ident",0.0015464913976416
"2","GSE326225_BC4",7,0.2,"orig.ident",0.00220680958385876
"3","GSE326225_BC4",31,0.2,"orig.ident",0.00999355254674404
"4","GSE326225_BC4",25,0.2,"orig.ident",0.00892857142857143
"5","GSE326225_BC4",7,0.2,"orig.ident",0.00326340326340326
"6","GSE326225_BC4",3,0.2,"orig.ident",0.00303951367781155
"7","GSE326225_BC4",8,0.2,"orig.ident",0.00953516090584029
"8","GSE326225_BC4",1,0.2,"orig.ident",0.00132275132275132
"9","GSE326225_BC4",19,0.2,"orig.ident",0.0371819960861057
"10","GSE326225_BC4",5,0.2,"orig.ident",0.0111358574610245
"11","GSE326225_BC4",3,0.2,"orig.ident",0.0201342281879195
"0","GSE326225_BC5",21,0.2,"orig.ident",0.00196629213483146
"1","GSE326225_BC5",0,0.2,"orig.ident",0
"2","GSE326225_BC5",0,0.2,"orig.ident",0
"3","GSE326225_BC5",9,0.2,"orig.ident",0.00290135396518375
"4","GSE326225_BC5",3,0.2,"orig.ident",0.00107142857142857
"5","GSE326225_BC5",0,0.2,"orig.ident",0
"6","GSE326225_BC5",0,0.2,"orig.ident",0
"7","GSE326225_BC5",16,0.2,"orig.ident",0.0190703218116806
"8","GSE326225_BC5",0,0.2,"orig.ident",0
"9","GSE326225_BC5",3,0.2,"orig.ident",0.00587084148727984
"10","GSE326225_BC5",0,0.2,"orig.ident",0
"11","GSE326225_BC5",0,0.2,"orig.ident",0
"0","GSE326225_BC6",202,0.2,"orig.ident",0.0189138576779026
"1","GSE326225_BC6",53,0.2,"orig.ident",0.0051227527546878
"2","GSE326225_BC6",43,0.2,"orig.ident",0.0135561160151324
"3","GSE326225_BC6",100,0.2,"orig.ident",0.0322372662798195
"4","GSE326225_BC6",15,0.2,"orig.ident",0.00535714285714286
"5","GSE326225_BC6",26,0.2,"orig.ident",0.0121212121212121
"6","GSE326225_BC6",12,0.2,"orig.ident",0.0121580547112462
"7","GSE326225_BC6",8,0.2,"orig.ident",0.00953516090584029
"8","GSE326225_BC6",10,0.2,"orig.ident",0.0132275132275132
"9","GSE326225_BC6",32,0.2,"orig.ident",0.0626223091976517
"10","GSE326225_BC6",6,0.2,"orig.ident",0.0133630289532294
"11","GSE326225_BC6",0,0.2,"orig.ident",0
"0","GSE326225_BC7",19,0.2,"orig.ident",0.00177902621722846
"1","GSE326225_BC7",8,0.2,"orig.ident",0.0007732456988208
"2","GSE326225_BC7",6,0.2,"orig.ident",0.00189155107187894
"3","GSE326225_BC7",12,0.2,"orig.ident",0.00386847195357834
"4","GSE326225_BC7",5,0.2,"orig.ident",0.00178571428571429
"5","GSE326225_BC7",1,0.2,"orig.ident",0.000466200466200466
"6","GSE326225_BC7",0,0.2,"orig.ident",0
"7","GSE326225_BC7",0,0.2,"orig.ident",0
"8","GSE326225_BC7",0,0.2,"orig.ident",0
"9","GSE326225_BC7",3,0.2,"orig.ident",0.00587084148727984
"10","GSE326225_BC7",5,0.2,"orig.ident",0.0111358574610245
"11","GSE326225_BC7",0,0.2,"orig.ident",0
"0","GSE326225_BC8",11,0.2,"orig.ident",0.00102996254681648
"1","GSE326225_BC8",1,0.2,"orig.ident",9.66557123526e-05
"2","GSE326225_BC8",7,0.2,"orig.ident",0.00220680958385876
"3","GSE326225_BC8",8,0.2,"orig.ident",0.00257898130238556
"4","GSE326225_BC8",3,0.2,"orig.ident",0.00107142857142857
"5","GSE326225_BC8",0,0.2,"orig.ident",0
"6","GSE326225_BC8",7,0.2,"orig.ident",0.00709219858156028
"7","GSE326225_BC8",0,0.2,"orig.ident",0
"8","GSE326225_BC8",0,0.2,"orig.ident",0
"9","GSE326225_BC8",2,0.2,"orig.ident",0.00391389432485323
"10","GSE326225_BC8",3,0.2,"orig.ident",0.0066815144766147
"11","GSE326225_BC8",0,0.2,"orig.ident",0
"0","HRA003620_BC-01",72,0.2,"orig.ident",0.00674157303370787
"1","HRA003620_BC-01",32,0.2,"orig.ident",0.0030929827952832
"2","HRA003620_BC-01",30,0.2,"orig.ident",0.0094577553593947
"3","HRA003620_BC-01",42,0.2,"orig.ident",0.0135396518375242
"4","HRA003620_BC-01",2,0.2,"orig.ident",0.000714285714285714
"5","HRA003620_BC-01",0,0.2,"orig.ident",0
"6","HRA003620_BC-01",13,0.2,"orig.ident",0.0131712259371834
"7","HRA003620_BC-01",4,0.2,"orig.ident",0.00476758045292014
"8","HRA003620_BC-01",7,0.2,"orig.ident",0.00925925925925926
"9","HRA003620_BC-01",6,0.2,"orig.ident",0.0117416829745597
"10","HRA003620_BC-01",9,0.2,"orig.ident",0.0200445434298441
"11","HRA003620_BC-01",1,0.2,"orig.ident",0.00671140939597315
"0","HRA003620_BC-04",403,0.2,"orig.ident",0.0377340823970037
"1","HRA003620_BC-04",222,0.2,"orig.ident",0.0214575681422772
"2","HRA003620_BC-04",31,0.2,"orig.ident",0.00977301387137453
"3","HRA003620_BC-04",64,0.2,"orig.ident",0.0206318504190845
"4","HRA003620_BC-04",0,0.2,"orig.ident",0
"5","HRA003620_BC-04",0,0.2,"orig.ident",0
"6","HRA003620_BC-04",6,0.2,"orig.ident",0.0060790273556231
"7","HRA003620_BC-04",83,0.2,"orig.ident",0.098927294398093
