"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",2482,0.160315204753908,0.191642116208254,0.836534306371864,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",2099,0.179172001707213,0.191642116208254,0.934930198289556,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",1185,0.301296720061022,0.191642116208254,1.57218426733301,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",437,0.163731734732109,0.191642116208254,0.854361963704185,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",0,0,0.191642116208254,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",819,0.461668545659526,0.191642116208254,2.40901402465124,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",251,0.249751243781095,0.191642116208254,1.30321689575633,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",231,0.279322853688029,0.191642116208254,1.45752332114979,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",134,0.17562254259502,0.191642116208254,0.916408908802562,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",103,0.228888888888889,0.191642116208254,1.19435588281732,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",283,0.0182792920811265,0.034560443641225,0.528907911914715,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",590,0.050362782757149,0.034560443641225,1.4572377391902,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",92,0.0233918128654971,0.034560443641225,0.676837748621793,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",122,0.0457100037467216,0.034560443641225,1.32261044508691,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",15,0.00845070422535211,0.034560443641225,0.244519552847169,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",175,0.0986471251409245,0.034560443641225,2.85433619327891,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",30,0.0298507462686567,0.034560443641225,0.863725783689005,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",52,0.0628778718258767,0.034560443641225,1.81935951050332,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",16,0.0209698558322412,0.034560443641225,0.606758872945356,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",21,0.0466666666666667,0.034560443641225,1.35029130850048,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","HRA003620",8160,0.527063686862163,0.366969524422548,1.43626010277429,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","HRA003620",3479,0.296969696969697,0.366969524422548,0.809248935417727,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","HRA003620",1549,0.393846936181032,0.366969524422548,1.0732415363395,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","HRA003620",478,0.179093293368303,0.366969524422548,0.488033151118252,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","HRA003620",0,0,0.366969524422548,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",191,0.107666290868095,0.366969524422548,0.293393003240569,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",275,0.27363184079602,0.366969524422548,0.745652765652947,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",231,0.279322853688029,0.366969524422548,0.761160900561327,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",308,0.403669724770642,0.366969524422548,1.10000885061462,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",152,0.337777777777778,0.366969524422548,0.92045185035268,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",3226,0.208371011497223,0.286510038868121,0.727272986037096,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","InhouseData",3753,0.320358514724712,0.286510038868121,1.11814062777804,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","InhouseData",569,0.14467327739639,0.286510038868121,0.504950116121348,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","InhouseData",1195,0.447733233420757,0.286510038868121,1.56271394604378,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","InhouseData",1760,0.991549295774648,0.286510038868121,3.46078378158,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","InhouseData",413,0.232807215332582,0.286510038868121,0.812562157515681,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","InhouseData",283,0.281592039800995,0.286510038868121,0.982834810652518,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","InhouseData",123,0.148730350665054,0.286510038868121,0.519110434149619,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","InhouseData",124,0.162516382699869,0.286510038868121,0.567227533603716,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","InhouseData",127,0.282222222222222,0.286510038868121,0.985034323185192,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","PRJNA662018",1331,0.0859708048055807,0.120317876859852,0.714530600516835,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","PRJNA662018",1794,0.153137003841229,0.120317876859852,1.27277016381868,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","PRJNA662018",538,0.136791253496059,0.120317876859852,1.13691545318237,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","PRJNA662018",437,0.163731734732109,0.120317876859852,1.36082632943088,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","PRJNA662018",0,0,0.120317876859852,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","PRJNA662018",176,0.0992108229988726,0.120317876859852,0.824572587117996,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","PRJNA662018",166,0.165174129353234,0.120317876859852,1.37281452818213,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
