"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.54807000499079,0.106,0.006,0,"0","ENSG00000289150"
0,3.82229034541663,0.103,0.01,0,"0","HP"
0,3.11047837313224,0.76,0.206,0,"0","S100A12"
3.33583541712592e-250,3.00483105716347,0.208,0.069,3.00261881730922e-245,"0","GPAT4-AS1"
0,2.84970237028416,0.929,0.468,0,"0","S100A8"
0,2.8421630055585,0.187,0.044,0,"0","ENSG00000287535"
0,2.82429821061795,0.174,0.032,0,"0","ENSG00000301069"
0,2.77003963410744,0.946,0.645,0,"0","S100A9"
0,2.73376590839011,0.386,0.06,0,"0","PROK2"
0,2.67596218792001,0.61,0.148,0,"0","MCTP2"
0,2.572768212657,0.265,0.077,0,"0","CENPU"
4.98810125465124e-301,2.55841320202315,0.131,0.023,4.48983982032413e-296,"0","VNN3P.1"
0,2.55641529557511,0.38,0.091,0,"0","RBP7"
0,2.53861508106667,0.404,0.084,0,"0","SERPINB2"
0,2.49597484985773,0.221,0.043,0,"0","STEAP4"
9.62557483311241e-176,2.48969053971931,0.1,0.023,8.66407616303281e-171,"0","ENSG00000305512"
7.86499541933437e-286,2.44739066156548,0.165,0.039,7.07936102689706e-281,"0","FOLR3"
1.65439218752786e-280,2.40550766183546,0.231,0.076,1.4891349519157e-275,"0","ENSG00000233461"
1.65808430744322e-320,2.40005045417209,0.151,0.03,1.49245826597272e-315,"0","F5"
1.23427187501963e-204,2.34533270509865,0.103,0.021,1.11098045742392e-199,"0","NFE2"
0,2.3206334339541,0.254,0.071,0,"0","CLEC4D"
0,2.28264440493697,0.219,0.058,0,"0","MIR223HG"
0,2.25701287065236,0.457,0.138,0,"0","MCEMP1"
4.19915683847418e-233,2.25294264526659,0.135,0.032,3.779703061879e-228,"0","ENSG00000308579"
2.29405596769286e-216,2.20929144406596,0.125,0.029,2.06490271708002e-211,"0","LIN7A"
2.23776137456579e-146,2.19469745850395,0.104,0.029,2.01423139086041e-141,"0","ENSG00000296746"
6.40245578235304e-236,2.171336719691,0.156,0.041,5.7629144742538e-231,"0","MTND5P32"
0,2.14178609406305,0.465,0.164,0,"0","ENSG00000274213"
5.58645816954875e-125,2.13776546031487,0.104,0.032,5.02842686299253e-120,"0","ENSG00000294841"
8.87455007785422e-185,2.13678221323079,0.173,0.06,7.98807127057736e-180,"0","ENSG00000303426"
2.73760282383491e-149,2.12381220650636,0.114,0.034,2.46414367776205e-144,"0","ENSG00000261596"
0,2.09653387917636,0.383,0.108,0,"0","VNN2"
3.71777812752753e-133,2.08120049223779,0.1,0.029,3.3464092703688e-128,"0","ENSG00000299998"
0,2.04669856881221,0.264,0.077,0,"0","PTX3"
0,2.04433988287966,0.492,0.149,0,"0","FCAR"
0,2.03993444623162,0.276,0.088,0,"0","ENSG00000287216"
0,2.02412668193973,0.404,0.132,0,"0","LIPN"
2.98051070285257e-187,1.98526723901147,0.152,0.047,2.68278748874463e-182,"0","ENSG00000310025"
0,1.9781977402252,0.349,0.103,0,"0","CDA"
0,1.95949254410079,0.563,0.194,0,"0","TNFAIP6"
1.79251613675415e-209,1.95469483098586,0.352,0.187,1.61346169985378e-204,"0","H1-2"
0,1.94395515172848,0.789,0.381,0,"0","VCAN"
1.38918674207125e-108,1.92283110701293,0.11,0.039,1.25042087840575e-103,"0","NAMPT-AS1"
0,1.91969763072198,0.284,0.09,0,"0","CATIP"
