"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",1708,0.1787920025123,0.191642116208254,0.932947339811307,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",1878,0.220785328003762,0.191642116208254,1.15207101848029,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",488,0.113435611343561,0.191642116208254,0.591913790078861,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",884,0.277029144468819,0.191642116208254,1.44555460955031,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",111,0.0417450169236555,0.191642116208254,0.217827989742568,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",389,0.166168304143528,0.191642116208254,0.86707612831282,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",552,0.280203045685279,0.191642116208254,1.46211621552325,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",825,0.462703309029725,0.191642116208254,2.4144134816739,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",0,0,0.191642116208254,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",251,0.249007936507937,0.191642116208254,1.29933827404277,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","CNP0000460",136,0.147186147186147,0.191642116208254,0.768026100412097,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","CNP0000460",233,0.276722090261283,0.191642116208254,1.44395238236972,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","CNP0000460",134,0.17562254259502,0.191642116208254,0.916408908802562,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","CNP0000460",103,0.228888888888889,0.191642116208254,1.19435588281732,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","CNP0000460",49,0.147147147147147,0.191642116208254,0.767822595880986,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
