"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",5333,0.224019154834916,0.1457762172735,1.53673321358462,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",0,0,0.1457762172735,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",4617,0.264432989690722,0.1457762172735,1.81396523134225,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",2554,0.154703495063299,0.1457762172735,1.06123960380348,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",2,0.000175546388133064,0.1457762172735,0.00120421829717059,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",2954,0.288928012519562,0.1457762172735,1.98199691227744,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",0,0,0.1457762172735,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",1484,0.202815361486948,0.1457762172735,1.39127880583178,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",637,0.0985000773156023,0.1457762172735,0.675693739060331,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",604,0.130735930735931,0.1457762172735,0.896826198272445,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",1102,0.0462908510459548,0.0340451798053645,1.3596888402587,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",2,0.000113134970019233,0.0340451798053645,0.00332308334589575,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",514,0.029438717067583,0.0340451798053645,0.864695596730095,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",1608,0.0974014174086862,0.0340451798053645,2.86094589499976,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",3,0.000263319582199596,0.0340451798053645,0.00773441596446217,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",507,0.0495892018779343,0.0340451798053645,1.45657042087704,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",8,0.000862812769628991,0.0340451798053645,0.0253431697104163,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",166,0.022686893535602,0.0340451798053645,0.666376082173819,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",203,0.031390134529148,0.0340451798053645,0.922014062155191,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",134,0.029004329004329,0.0340451798053645,0.85193643182812,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","HRA003620",11775,0.494623204234227,0.325701826110657,1.51863810571998,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","HRA003620",0,0,0.325701826110657,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","HRA003620",6870,0.393470790378007,0.325701826110657,1.20807056895139,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","HRA003620",10379,0.628687382639772,0.325701826110657,1.93025439908395,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","HRA003620",19,0.00166769068726411,0.325701826110657,0.00512029885487198,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",4098,0.400821596244131,0.325701826110657,1.23063969591608,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",4,0.000431406384814495,0.325701826110657,0.00132454395471496,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",4105,0.561022276889436,0.325701826110657,1.72250270619861,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",1908,0.295036338333076,0.325701826110657,0.905847970999209,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",1472,0.318614718614719,0.325701826110657,0.978240504265609,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",44,0.00184827354448458,0.352436150257323,0.00524427912158021,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
