"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",4411,0.259135236752438,0.1457762172735,1.77762354929445,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",2408,0.152627242187995,0.1457762172735,1.04699686301807,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",3978,0.29995475795506,0.1457762172735,2.05763850623381,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",1706,0.145650132331597,0.1457762172735,0.999135078792271,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",1,8.75503414463316e-05,0.1457762172735,0.000600580417600445,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",2964,0.289227166276347,0.1457762172735,1.98404905605219,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",0,0,0.1457762172735,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",0,0,0.1457762172735,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",0,0,0.1457762172735,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",1477,0.201226158038147,0.1457762172735,1.38037714108478,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","CNP0000460",637,0.0985915492957746,0.1457762172735,0.67632122125107,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","CNP0000460",603,0.130293863439931,0.1457762172735,0.893793691981172,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",1112,0.0653272235929973,0.0340451798053645,1.91883914158984,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",1558,0.0987513468973823,0.0340451798053645,2.90059701437741,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",499,0.037626300708792,0.0340451798053645,1.10518731062373,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",57,0.00486638777426791,0.0340451798053645,0.142939112147121,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",3,0.000262651024338995,0.0340451798053645,0.00771477859246345,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",506,0.0493754879000781,0.0340451798053645,1.4502930571187,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",8,0.000862068965517241,0.0340451798053645,0.0253213221503211,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",0,0,0.0340451798053645,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",2,0.000232207128758853,0.0340451798053645,0.00682055815496865,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",165,0.0224795640326975,0.0340451798053645,0.660286247898019,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","GSE326225",203,0.0314192849404117,0.0340451798053645,0.922870289422321,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","GSE326225",134,0.0289541918755402,0.0340451798053645,0.850463767296006,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","HRA003620",7551,0.443602396898132,0.325701826110657,1.36198928386548,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","HRA003620",9988,0.633073461367814,0.325701826110657,1.94372094540461,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","HRA003620",4434,0.334338712109787,0.325701826110657,1.02651776964921,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","HRA003620",7053,0.602151455647571,0.325701826110657,1.84878133118907,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","HRA003620",10,0.000875503414463316,0.325701826110657,0.00268805190599658,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",4105,0.400565964090554,0.325701826110657,1.22985483033326,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",3,0.000323275862068966,0.325701826110657,0.000992551579858606,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",0,0,0.325701826110657,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",0,0,0.325701826110657,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",4106,0.559400544959128,0.325701826110657,1.71752351418832,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","HRA003620",1905,0.294845999071351,0.325701826110657,0.905263573717814,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","HRA003620",1475,0.318712186689715,0.325701826110657,0.978539759802982,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",49,0.00287862765832452,0.352436150257323,0.00816779906437736,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","InhouseData",15,0.000950751093363757,0.352436150257323,0.00269765485938258,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
