"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"4","HRA003620",4740,0.486303477993229,0.325701826110657,1.49309410942021,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",3,0.000322997416020672,0.325701826110657,0.000991696668937109,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",5489,0.61016007114273,0.325701826110657,1.87337012637881,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",0,0,0.325701826110657,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",0,0,0.325701826110657,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",0,0,0.325701826110657,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","HRA003620",1909,0.295008499459125,0.325701826110657,0.905762497502536,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","HRA003620",3414,0.610296746514122,0.325701826110657,1.87378975979943,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","HRA003620",883,0.170003850596843,0.325701826110657,0.521961613255076,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","HRA003620",1474,0.318978576065787,0.325701826110657,0.979357653209516,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","HRA003620",713,0.227504786215699,0.325701826110657,0.698506326883179,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","HRA003620",7,0.0122377622377622,0.325701826110657,0.037573514351757,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",2,0.000156384392837595,0.352436150257323,0.000443724041144515,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","InhouseData",4,0.00033311125916056,0.352436150257323,0.000945167681911593,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","InhouseData",64,0.00622749829716843,0.352436150257323,0.0176698624491885,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","InhouseData",237,0.0231581004494821,0.352436150257323,0.0657086409341771,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","InhouseData",2,0.000205191340925413,0.352436150257323,0.000582208552600513,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","InhouseData",9276,0.998708010335917,0.352436150257323,2.83372749817728,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","InhouseData",0,0,0.352436150257323,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","InhouseData",8831,1,0.352436150257323,2.8373933810986,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","InhouseData",8744,0.999771324033844,0.352436150257323,2.83674453742581,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","InhouseData",8241,0.999636098981077,0.352436150257323,2.83636085075613,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","InhouseData",2771,0.42821820429609,0.352436150257323,1.21502349853565,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","InhouseData",6,0.00107257776188774,0.352436150257323,0.00304332504229382,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","InhouseData",3393,0.653253754331921,0.352436150257323,1.85353787871921,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","InhouseData",1765,0.381951958450552,0.352436150257323,1.08374795880524,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","InhouseData",629,0.200701978302489,0.352436150257323,0.569470464808877,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","InhouseData",0,0,0.352436150257323,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","PRJNA662018",1366,0.106810540308077,0.142040626553156,0.751971762586568,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","PRJNA662018",3461,0.288224516988674,0.142040626553156,2.02916956917824,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","PRJNA662018",2156,0.209788848885862,0.142040626553156,1.47696369677271,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","PRJNA662018",2435,0.237932382255228,0.142040626553156,1.67510090619169,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","PRJNA662018",2398,0.24602441776957,0.142040626553156,1.7320707725652,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","PRJNA662018",1,0.000107665805340224,0.142040626553156,0.00075799303307024,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","PRJNA662018",2154,0.239439751000445,0.142040626553156,1.68571314285803,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","PRJNA662018",0,0,0.142040626553156,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","PRJNA662018",0,0,0.142040626553156,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","PRJNA662018",0,0,0.142040626553156,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","PRJNA662018",951,0.146963375057951,0.142040626553156,1.03465732744394,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","PRJNA662018",900,0.160886664283161,0.142040626553156,1.13268061530939,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","PRJNA662018",507,0.0976126299576434,0.142040626553156,0.68721627274091,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","PRJNA662018",645,0.139580177450768,0.142040626553156,0.982677849555479,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"14","PRJNA662018",742,0.236758136566688,0.142040626553156,1.66683393555777,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"15","PRJNA662018",3,0.00524475524475524,0.142040626553156,0.0369243319466244,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
