"PC","stdev","variance_percent","cumulative_variance_percent","selected_for_clustering"
1,6.36049284805183,15.8229492987543,15.8229492987543,TRUE
2,4.81528338465718,9.0687953400429,24.8917446387971,TRUE
3,4.63439870944468,8.40025922714524,33.2920038659424,TRUE
4,4.20964270385853,6.93100755104055,40.2230114169829,TRUE
5,3.46405639184197,4.6932728787405,44.9162842957234,TRUE
6,3.2208278984271,4.05733565968608,48.9736199554095,TRUE
7,3.01187241333399,3.54796266042333,52.5215826158328,TRUE
8,2.71892940318664,2.89135729235514,55.412939908188,TRUE
9,2.55456574622891,2.55234905926972,57.9652889674577,TRUE
10,2.46311141910289,2.37287037645033,60.338159343908,TRUE
11,2.27961121959312,2.03248556942665,62.3706449133347,TRUE
12,2.2056589255853,1.9027538556837,64.2733987690184,TRUE
13,2.12540151416202,1.76680195247534,66.0402007214937,TRUE
14,2.05621473348233,1.65364709635037,67.6938478178441,TRUE
15,1.97804430879563,1.53030476534761,69.2241525831917,TRUE
16,1.93625480110719,1.46632728042069,70.6904798636124,TRUE
17,1.84304800063293,1.32855393984844,72.0190338034608,TRUE
18,1.83165464592903,1.31217899976137,73.3312128032222,TRUE
19,1.7995679947714,1.2666085652556,74.5978213684778,TRUE
20,1.77606118320578,1.23373459954921,75.831555968027,TRUE
21,1.69322778162336,1.1213383369978,76.9528943050248,TRUE
22,1.66140134809507,1.07958046224387,78.0324747672687,TRUE
23,1.64675549808777,1.06063057747495,79.0931053447436,TRUE
24,1.60411243504693,1.00641131343846,80.0995166581821,TRUE
25,1.58384446918154,0.981139959792985,81.0806566179751,FALSE
26,1.57459997024714,0.969720054098067,82.0503766720731,FALSE
27,1.55471444565392,0.945381646921125,82.9957583189943,FALSE
28,1.52126301250081,0.905137402628228,83.9008957216225,FALSE
29,1.50543062909044,0.886395198561317,84.7872909201838,FALSE
30,1.47564038093331,0.851661395191314,85.6389523153751,FALSE
31,1.46954092751509,0.844635383732675,86.4835876991078,FALSE
32,1.46247032720957,0.836527120865025,87.3201148199728,FALSE
33,1.44862141095579,0.820759085693365,88.1408739056662,FALSE
34,1.42855917218595,0.798182804023656,88.9390567096899,FALSE
35,1.40966761117571,0.777211722022339,89.7162684317122,FALSE
36,1.40100938938122,0.767693725409152,90.4839621571213,FALSE
37,1.38082618559979,0.745733971895805,91.2296961290171,FALSE
38,1.3725184166203,0.736787518980677,91.9664836479978,FALSE
39,1.36413004143728,0.727809040238348,92.6942926882362,FALSE
40,1.35073357818638,0.71358430885159,93.4078769970878,FALSE
41,1.32937880781871,0.691199478321927,94.0990764754097,FALSE
42,1.31944012525607,0.68090304074568,94.7799795161554,FALSE
43,1.31661501035404,0.677990335721554,95.4579698518769,FALSE
44,1.31186425393017,0.673106363121763,96.1310762149987,FALSE
45,1.30352278936381,0.664573708313523,96.7956499233122,FALSE
46,1.29516598854187,0.656079943696971,97.4517298670092,FALSE
47,1.28645864281432,0.647288002315397,98.0990178693246,FALSE
48,1.28321099333186,0.644023985842263,98.7430418551668,FALSE
49,1.27449196754237,0.635301827477664,99.3783436826445,FALSE
50,1.26073040277764,0.621656317355498,100,FALSE
