"cluster","group","n_cells","resolution","role","field","within_cluster_fraction"
"12","PRJNA662018_PRJNA662018_P1N1",120,0.2,"specimen_sample_id","sample_id",0.579710144927536
"0","PRJNA662018_PRJNA662018_P1T1",57,0.2,"specimen_sample_id","sample_id",0.00533657897200637
"1","PRJNA662018_PRJNA662018_P1T1",121,0.2,"specimen_sample_id","sample_id",0.030455575132142
"2","PRJNA662018_PRJNA662018_P1T1",112,0.2,"specimen_sample_id","sample_id",0.0354879594423321
"3","PRJNA662018_PRJNA662018_P1T1",228,0.2,"specimen_sample_id","sample_id",0.0731707317073171
"4","PRJNA662018_PRJNA662018_P1T1",42,0.2,"specimen_sample_id","sample_id",0.0193014705882353
"5","PRJNA662018_PRJNA662018_P1T1",31,0.2,"specimen_sample_id","sample_id",0.029893924783028
"6","PRJNA662018_PRJNA662018_P1T1",34,0.2,"specimen_sample_id","sample_id",0.0333660451422964
"7","PRJNA662018_PRJNA662018_P1T1",35,0.2,"specimen_sample_id","sample_id",0.0510948905109489
"8","PRJNA662018_PRJNA662018_P1T1",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P1T1",19,0.2,"specimen_sample_id","sample_id",0.056379821958457
"10","PRJNA662018_PRJNA662018_P1T1",3,0.2,"specimen_sample_id","sample_id",0.00900900900900901
"11","PRJNA662018_PRJNA662018_P1T1",11,0.2,"specimen_sample_id","sample_id",0.0452674897119342
"12","PRJNA662018_PRJNA662018_P1T1",0,0.2,"specimen_sample_id","sample_id",0
"0","PRJNA662018_PRJNA662018_P2T2",312,0.2,"specimen_sample_id","sample_id",0.029210748057298
"1","PRJNA662018_PRJNA662018_P2T2",285,0.2,"specimen_sample_id","sample_id",0.0717342058897558
"2","PRJNA662018_PRJNA662018_P2T2",167,0.2,"specimen_sample_id","sample_id",0.052915082382763
"3","PRJNA662018_PRJNA662018_P2T2",275,0.2,"specimen_sample_id","sample_id",0.0882541720154044
"4","PRJNA662018_PRJNA662018_P2T2",343,0.2,"specimen_sample_id","sample_id",0.157628676470588
"5","PRJNA662018_PRJNA662018_P2T2",17,0.2,"specimen_sample_id","sample_id",0.0163934426229508
"6","PRJNA662018_PRJNA662018_P2T2",78,0.2,"specimen_sample_id","sample_id",0.0765456329735034
"7","PRJNA662018_PRJNA662018_P2T2",21,0.2,"specimen_sample_id","sample_id",0.0306569343065693
"8","PRJNA662018_PRJNA662018_P2T2",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P2T2",12,0.2,"specimen_sample_id","sample_id",0.0356083086053412
"10","PRJNA662018_PRJNA662018_P2T2",21,0.2,"specimen_sample_id","sample_id",0.0630630630630631
"11","PRJNA662018_PRJNA662018_P2T2",12,0.2,"specimen_sample_id","sample_id",0.0493827160493827
"12","PRJNA662018_PRJNA662018_P2T2",2,0.2,"specimen_sample_id","sample_id",0.00966183574879227
"0","PRJNA662018_PRJNA662018_P3N3",181,0.2,"specimen_sample_id","sample_id",0.0169459788409325
"1","PRJNA662018_PRJNA662018_P3N3",70,0.2,"specimen_sample_id","sample_id",0.0176189277623962
"2","PRJNA662018_PRJNA662018_P3N3",459,0.2,"specimen_sample_id","sample_id",0.145437262357414
"3","PRJNA662018_PRJNA662018_P3N3",591,0.2,"specimen_sample_id","sample_id",0.189666238767651
"4","PRJNA662018_PRJNA662018_P3N3",72,0.2,"specimen_sample_id","sample_id",0.0330882352941176
"5","PRJNA662018_PRJNA662018_P3N3",15,0.2,"specimen_sample_id","sample_id",0.0144648023143684
"6","PRJNA662018_PRJNA662018_P3N3",45,0.2,"specimen_sample_id","sample_id",0.0441609421000981
"7","PRJNA662018_PRJNA662018_P3N3",13,0.2,"specimen_sample_id","sample_id",0.018978102189781
"8","PRJNA662018_PRJNA662018_P3N3",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P3N3",24,0.2,"specimen_sample_id","sample_id",0.0712166172106825
"10","PRJNA662018_PRJNA662018_P3N3",12,0.2,"specimen_sample_id","sample_id",0.036036036036036
"11","PRJNA662018_PRJNA662018_P3N3",4,0.2,"specimen_sample_id","sample_id",0.0164609053497942
"12","PRJNA662018_PRJNA662018_P3N3",1,0.2,"specimen_sample_id","sample_id",0.00483091787439614
"0","PRJNA662018_PRJNA662018_P3T3",215,0.2,"specimen_sample_id","sample_id",0.020129201385638
"1","PRJNA662018_PRJNA662018_P3T3",388,0.2,"specimen_sample_id","sample_id",0.0976591995972817
"2","PRJNA662018_PRJNA662018_P3T3",424,0.2,"specimen_sample_id","sample_id",0.134347275031686
"3","PRJNA662018_PRJNA662018_P3T3",34,0.2,"specimen_sample_id","sample_id",0.0109114249037227
"4","PRJNA662018_PRJNA662018_P3T3",113,0.2,"specimen_sample_id","sample_id",0.0519301470588235
"5","PRJNA662018_PRJNA662018_P3T3",19,0.2,"specimen_sample_id","sample_id",0.0183220829315333
"6","PRJNA662018_PRJNA662018_P3T3",51,0.2,"specimen_sample_id","sample_id",0.0500490677134446
"7","PRJNA662018_PRJNA662018_P3T3",11,0.2,"specimen_sample_id","sample_id",0.0160583941605839
"8","PRJNA662018_PRJNA662018_P3T3",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P3T3",18,0.2,"specimen_sample_id","sample_id",0.0534124629080119
"10","PRJNA662018_PRJNA662018_P3T3",13,0.2,"specimen_sample_id","sample_id",0.039039039039039
"11","PRJNA662018_PRJNA662018_P3T3",3,0.2,"specimen_sample_id","sample_id",0.0123456790123457
"12","PRJNA662018_PRJNA662018_P3T3",29,0.2,"specimen_sample_id","sample_id",0.140096618357488
"0","PRJNA662018_PRJNA662018_P4T4",0,0.2,"specimen_sample_id","sample_id",0
"1","PRJNA662018_PRJNA662018_P4T4",494,0.2,"specimen_sample_id","sample_id",0.12433929020891
"2","PRJNA662018_PRJNA662018_P4T4",156,0.2,"specimen_sample_id","sample_id",0.0494296577946768
"3","PRJNA662018_PRJNA662018_P4T4",43,0.2,"specimen_sample_id","sample_id",0.0137997432605905
"4","PRJNA662018_PRJNA662018_P4T4",72,0.2,"specimen_sample_id","sample_id",0.0330882352941176
"5","PRJNA662018_PRJNA662018_P4T4",10,0.2,"specimen_sample_id","sample_id",0.00964320154291225
"6","PRJNA662018_PRJNA662018_P4T4",117,0.2,"specimen_sample_id","sample_id",0.114818449460255
"7","PRJNA662018_PRJNA662018_P4T4",14,0.2,"specimen_sample_id","sample_id",0.0204379562043796
"8","PRJNA662018_PRJNA662018_P4T4",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P4T4",11,0.2,"specimen_sample_id","sample_id",0.0326409495548961
"10","PRJNA662018_PRJNA662018_P4T4",0,0.2,"specimen_sample_id","sample_id",0
"11","PRJNA662018_PRJNA662018_P4T4",37,0.2,"specimen_sample_id","sample_id",0.152263374485597
"12","PRJNA662018_PRJNA662018_P4T4",0,0.2,"specimen_sample_id","sample_id",0
"0","PRJNA662018_PRJNA662018_P5T5",2,0.2,"specimen_sample_id","sample_id",0.00018724838498268
"1","PRJNA662018_PRJNA662018_P5T5",186,0.2,"specimen_sample_id","sample_id",0.046816008054367
"2","PRJNA662018_PRJNA662018_P5T5",34,0.2,"specimen_sample_id","sample_id",0.0107731305449937
"3","PRJNA662018_PRJNA662018_P5T5",92,0.2,"specimen_sample_id","sample_id",0.0295250320924262
"4","PRJNA662018_PRJNA662018_P5T5",31,0.2,"specimen_sample_id","sample_id",0.0142463235294118
"5","PRJNA662018_PRJNA662018_P5T5",23,0.2,"specimen_sample_id","sample_id",0.0221793635486982
"6","PRJNA662018_PRJNA662018_P5T5",1,0.2,"specimen_sample_id","sample_id",0.00098135426889107
"7","PRJNA662018_PRJNA662018_P5T5",3,0.2,"specimen_sample_id","sample_id",0.00437956204379562
"8","PRJNA662018_PRJNA662018_P5T5",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P5T5",9,0.2,"specimen_sample_id","sample_id",0.0267062314540059
"10","PRJNA662018_PRJNA662018_P5T5",0,0.2,"specimen_sample_id","sample_id",0
"11","PRJNA662018_PRJNA662018_P5T5",8,0.2,"specimen_sample_id","sample_id",0.0329218106995885
"12","PRJNA662018_PRJNA662018_P5T5",0,0.2,"specimen_sample_id","sample_id",0
"0","PRJNA662018_PRJNA662018_P6N2",594,0.2,"specimen_sample_id","sample_id",0.0556127703398558
"1","PRJNA662018_PRJNA662018_P6N2",551,0.2,"specimen_sample_id","sample_id",0.138686131386861
"2","PRJNA662018_PRJNA662018_P6N2",449,0.2,"specimen_sample_id","sample_id",0.142268694550063
"3","PRJNA662018_PRJNA662018_P6N2",156,0.2,"specimen_sample_id","sample_id",0.0500641848523748
"4","PRJNA662018_PRJNA662018_P6N2",88,0.2,"specimen_sample_id","sample_id",0.0404411764705882
"5","PRJNA662018_PRJNA662018_P6N2",10,0.2,"specimen_sample_id","sample_id",0.00964320154291225
"6","PRJNA662018_PRJNA662018_P6N2",68,0.2,"specimen_sample_id","sample_id",0.0667320902845927
"7","PRJNA662018_PRJNA662018_P6N2",19,0.2,"specimen_sample_id","sample_id",0.0277372262773723
"8","PRJNA662018_PRJNA662018_P6N2",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P6N2",20,0.2,"specimen_sample_id","sample_id",0.0593471810089021
"10","PRJNA662018_PRJNA662018_P6N2",15,0.2,"specimen_sample_id","sample_id",0.045045045045045
"11","PRJNA662018_PRJNA662018_P6N2",7,0.2,"specimen_sample_id","sample_id",0.0288065843621399
"12","PRJNA662018_PRJNA662018_P6N2",33,0.2,"specimen_sample_id","sample_id",0.159420289855072
"0","PRJNA662018_PRJNA662018_P6T6",8,0.2,"specimen_sample_id","sample_id",0.000748993539930718
"1","PRJNA662018_PRJNA662018_P6T6",14,0.2,"specimen_sample_id","sample_id",0.00352378555247923
"2","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"3","PRJNA662018_PRJNA662018_P6T6",114,0.2,"specimen_sample_id","sample_id",0.0365853658536585
"4","PRJNA662018_PRJNA662018_P6T6",12,0.2,"specimen_sample_id","sample_id",0.00551470588235294
"5","PRJNA662018_PRJNA662018_P6T6",23,0.2,"specimen_sample_id","sample_id",0.0221793635486982
"6","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"7","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"8","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P6T6",5,0.2,"specimen_sample_id","sample_id",0.0148367952522255
"10","PRJNA662018_PRJNA662018_P6T6",2,0.2,"specimen_sample_id","sample_id",0.00600600600600601
"11","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"12","PRJNA662018_PRJNA662018_P6T6",0,0.2,"specimen_sample_id","sample_id",0
"0","PRJNA662018_PRJNA662018_P7T7",0,0.2,"specimen_sample_id","sample_id",0
"1","PRJNA662018_PRJNA662018_P7T7",171,0.2,"specimen_sample_id","sample_id",0.0430405235338535
"2","PRJNA662018_PRJNA662018_P7T7",47,0.2,"specimen_sample_id","sample_id",0.0148922686945501
"3","PRJNA662018_PRJNA662018_P7T7",76,0.2,"specimen_sample_id","sample_id",0.024390243902439
"4","PRJNA662018_PRJNA662018_P7T7",37,0.2,"specimen_sample_id","sample_id",0.0170036764705882
"5","PRJNA662018_PRJNA662018_P7T7",46,0.2,"specimen_sample_id","sample_id",0.0443587270973963
"6","PRJNA662018_PRJNA662018_P7T7",11,0.2,"specimen_sample_id","sample_id",0.0107948969578018
"7","PRJNA662018_PRJNA662018_P7T7",3,0.2,"specimen_sample_id","sample_id",0.00437956204379562
"8","PRJNA662018_PRJNA662018_P7T7",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P7T7",6,0.2,"specimen_sample_id","sample_id",0.0178041543026706
"10","PRJNA662018_PRJNA662018_P7T7",1,0.2,"specimen_sample_id","sample_id",0.003003003003003
"11","PRJNA662018_PRJNA662018_P7T7",12,0.2,"specimen_sample_id","sample_id",0.0493827160493827
"12","PRJNA662018_PRJNA662018_P7T7",0,0.2,"specimen_sample_id","sample_id",0
"0","PRJNA662018_PRJNA662018_P8T8",10,0.2,"specimen_sample_id","sample_id",0.000936241924913398
"1","PRJNA662018_PRJNA662018_P8T8",40,0.2,"specimen_sample_id","sample_id",0.0100679587213692
"2","PRJNA662018_PRJNA662018_P8T8",4,0.2,"specimen_sample_id","sample_id",0.00126742712294043
"3","PRJNA662018_PRJNA662018_P8T8",141,0.2,"specimen_sample_id","sample_id",0.0452503209242619
"4","PRJNA662018_PRJNA662018_P8T8",34,0.2,"specimen_sample_id","sample_id",0.015625
"5","PRJNA662018_PRJNA662018_P8T8",58,0.2,"specimen_sample_id","sample_id",0.055930568948891
"6","PRJNA662018_PRJNA662018_P8T8",2,0.2,"specimen_sample_id","sample_id",0.00196270853778214
"7","PRJNA662018_PRJNA662018_P8T8",1,0.2,"specimen_sample_id","sample_id",0.00145985401459854
"8","PRJNA662018_PRJNA662018_P8T8",0,0.2,"specimen_sample_id","sample_id",0
"9","PRJNA662018_PRJNA662018_P8T8",4,0.2,"specimen_sample_id","sample_id",0.0118694362017804
"10","PRJNA662018_PRJNA662018_P8T8",0,0.2,"specimen_sample_id","sample_id",0
"11","PRJNA662018_PRJNA662018_P8T8",3,0.2,"specimen_sample_id","sample_id",0.0123456790123457
"12","PRJNA662018_PRJNA662018_P8T8",0,0.2,"specimen_sample_id","sample_id",0
"0",NA,8599,0.2,"specimen_sample_id","sample_id",0.805074431233031
"1",NA,1232,0.2,"specimen_sample_id","sample_id",0.310093128618173
"2",NA,566,0.2,"specimen_sample_id","sample_id",0.179340937896071
"3",NA,1215,0.2,"specimen_sample_id","sample_id",0.38992297817715
"4",NA,1296,0.2,"specimen_sample_id","sample_id",0.595588235294118
"5",NA,766,0.2,"specimen_sample_id","sample_id",0.738669238187078
"6",NA,551,0.2,"specimen_sample_id","sample_id",0.540726202158979
"7",NA,537,0.2,"specimen_sample_id","sample_id",0.783941605839416
"8",NA,652,0.2,"specimen_sample_id","sample_id",1
"9",NA,191,0.2,"specimen_sample_id","sample_id",0.566765578635015
"10",NA,257,0.2,"specimen_sample_id","sample_id",0.771771771771772
"11",NA,142,0.2,"specimen_sample_id","sample_id",0.584362139917695
"12",NA,22,0.2,"specimen_sample_id","sample_id",0.106280193236715
"0","Normal",9575,0.2,"stage_T","T_stage",0.896451643104578
"1","Normal",1046,0.2,"stage_T","T_stage",0.263277120563806
"2","Normal",1738,0.2,"stage_T","T_stage",0.550697084917617
"3","Normal",1062,0.2,"stage_T","T_stage",0.340821566110398
"4","Normal",347,0.2,"stage_T","T_stage",0.159466911764706
"5","Normal",399,0.2,"stage_T","T_stage",0.384763741562199
"6","Normal",447,0.2,"stage_T","T_stage",0.438665358194308
"7","Normal",206,0.2,"stage_T","T_stage",0.300729927007299
"8","Normal",0,0.2,"stage_T","T_stage",0
"9","Normal",113,0.2,"stage_T","T_stage",0.335311572700297
"10","Normal",117,0.2,"stage_T","T_stage",0.351351351351351
"11","Normal",32,0.2,"stage_T","T_stage",0.131687242798354
"12","Normal",156,0.2,"stage_T","T_stage",0.753623188405797
"0","T1",59,0.2,"stage_T","T_stage",0.00552382735698905
"1","T1",199,0.2,"stage_T","T_stage",0.050088094638812
"2","T1",66,0.2,"stage_T","T_stage",0.0209125475285171
"3","T1",96,0.2,"stage_T","T_stage",0.030808729139923
"4","T1",39,0.2,"stage_T","T_stage",0.0179227941176471
"5","T1",15,0.2,"stage_T","T_stage",0.0144648023143684
"6","T1",17,0.2,"stage_T","T_stage",0.0166830225711482
"7","T1",2,0.2,"stage_T","T_stage",0.00291970802919708
"8","T1",0,0.2,"stage_T","T_stage",0
"9","T1",12,0.2,"stage_T","T_stage",0.0356083086053412
"10","T1",1,0.2,"stage_T","T_stage",0.003003003003003
"11","T1",6,0.2,"stage_T","T_stage",0.0246913580246914
"12","T1",0,0.2,"stage_T","T_stage",0
"0","T2",178,0.2,"stage_T","T_stage",0.0166651062634585
"1","T2",529,0.2,"stage_T","T_stage",0.133148754090108
"2","T2",116,0.2,"stage_T","T_stage",0.0367553865652725
"3","T2",372,0.2,"stage_T","T_stage",0.119383825417202
"4","T2",374,0.2,"stage_T","T_stage",0.171875
"5","T2",177,0.2,"stage_T","T_stage",0.170684667309547
"6","T2",85,0.2,"stage_T","T_stage",0.0834151128557409
"7","T2",58,0.2,"stage_T","T_stage",0.0846715328467153
"8","T2",233,0.2,"stage_T","T_stage",0.357361963190184
"9","T2",46,0.2,"stage_T","T_stage",0.136498516320475
"10","T2",48,0.2,"stage_T","T_stage",0.144144144144144
"11","T2",55,0.2,"stage_T","T_stage",0.226337448559671
"12","T2",5,0.2,"stage_T","T_stage",0.0241545893719807
"0","T3",104,0.2,"stage_T","T_stage",0.00973691601909933
"1","T3",55,0.2,"stage_T","T_stage",0.0138434432418827
"2","T3",23,0.2,"stage_T","T_stage",0.00728770595690748
"3","T3",59,0.2,"stage_T","T_stage",0.0189345314505777
"4","T3",243,0.2,"stage_T","T_stage",0.111672794117647
"5","T3",28,0.2,"stage_T","T_stage",0.0270009643201543
"6","T3",29,0.2,"stage_T","T_stage",0.028459273797841
"7","T3",43,0.2,"stage_T","T_stage",0.0627737226277372
"8","T3",166,0.2,"stage_T","T_stage",0.254601226993865
"9","T3",13,0.2,"stage_T","T_stage",0.0385756676557863
"10","T3",13,0.2,"stage_T","T_stage",0.039039039039039
"11","T3",8,0.2,"stage_T","T_stage",0.0329218106995885
"12","T3",7,0.2,"stage_T","T_stage",0.0338164251207729
"0","T4",83,0.2,"stage_T","T_stage",0.0077708079767812
"1","T4",214,0.2,"stage_T","T_stage",0.0538635791593254
"2","T4",167,0.2,"stage_T","T_stage",0.052915082382763
"3","T4",308,0.2,"stage_T","T_stage",0.0988446726572529
"4","T4",279,0.2,"stage_T","T_stage",0.128216911764706
"5","T4",18,0.2,"stage_T","T_stage",0.017357762777242
"6","T4",69,0.2,"stage_T","T_stage",0.0677134445534838
"7","T4",51,0.2,"stage_T","T_stage",0.0744525547445255
"8","T4",253,0.2,"stage_T","T_stage",0.388036809815951
"9","T4",18,0.2,"stage_T","T_stage",0.0534124629080119
"10","T4",68,0.2,"stage_T","T_stage",0.204204204204204
"11","T4",11,0.2,"stage_T","T_stage",0.0452674897119342
"12","T4",4,0.2,"stage_T","T_stage",0.0193236714975845
"0","Ta",0,0.2,"stage_T","T_stage",0
"1","Ta",1,0.2,"stage_T","T_stage",0.000251698968034231
"2","Ta",0,0.2,"stage_T","T_stage",0
"3","Ta",1,0.2,"stage_T","T_stage",0.000320924261874198
"4","Ta",4,0.2,"stage_T","T_stage",0.00183823529411765
"5","Ta",0,0.2,"stage_T","T_stage",0
"6","Ta",0,0.2,"stage_T","T_stage",0
"7","Ta",0,0.2,"stage_T","T_stage",0
"8","Ta",0,0.2,"stage_T","T_stage",0
"9","Ta",0,0.2,"stage_T","T_stage",0
"10","Ta",0,0.2,"stage_T","T_stage",0
"11","Ta",0,0.2,"stage_T","T_stage",0
"12","Ta",0,0.2,"stage_T","T_stage",0
"0",NA,682,0.2,"stage_T","T_stage",0.0638516992790937
"1",NA,1929,0.2,"stage_T","T_stage",0.485527309338032
"2",NA,1046,0.2,"stage_T","T_stage",0.331432192648923
"3",NA,1218,0.2,"stage_T","T_stage",0.390885750962773
"4",NA,890,0.2,"stage_T","T_stage",0.409007352941176
"5",NA,400,0.2,"stage_T","T_stage",0.38572806171649
"6",NA,372,0.2,"stage_T","T_stage",0.365063788027478
"7",NA,325,0.2,"stage_T","T_stage",0.474452554744526
"8",NA,0,0.2,"stage_T","T_stage",0
"9",NA,135,0.2,"stage_T","T_stage",0.400593471810089
"10",NA,86,0.2,"stage_T","T_stage",0.258258258258258
"11",NA,131,0.2,"stage_T","T_stage",0.539094650205761
"12",NA,35,0.2,"stage_T","T_stage",0.169082125603865
"0","N0",84,0.2,"stage_N","N_stage",0.00786443216927254
"1","N0",306,0.2,"stage_N","N_stage",0.0770198842184747
"2","N0",91,0.2,"stage_N","N_stage",0.0288339670468948
"3","N0",237,0.2,"stage_N","N_stage",0.0760590500641849
"4","N0",89,0.2,"stage_N","N_stage",0.0409007352941176
"5","N0",73,0.2,"stage_N","N_stage",0.0703953712632594
"6","N0",30,0.2,"stage_N","N_stage",0.0294406280667321
"7","N0",3,0.2,"stage_N","N_stage",0.00437956204379562
"8","N0",0,0.2,"stage_N","N_stage",0
"9","N0",28,0.2,"stage_N","N_stage",0.0830860534124629
"10","N0",6,0.2,"stage_N","N_stage",0.018018018018018
"11","N0",12,0.2,"stage_N","N_stage",0.0493827160493827
"12","N0",0,0.2,"stage_N","N_stage",0
"0","N3",0,0.2,"stage_N","N_stage",0
"1","N3",15,0.2,"stage_N","N_stage",0.00377548452051347
"2","N3",7,0.2,"stage_N","N_stage",0.00221799746514575
"3","N3",9,0.2,"stage_N","N_stage",0.00288831835686778
"4","N3",4,0.2,"stage_N","N_stage",0.00183823529411765
"5","N3",13,0.2,"stage_N","N_stage",0.0125361620057859
"6","N3",3,0.2,"stage_N","N_stage",0.00294406280667321
"7","N3",1,0.2,"stage_N","N_stage",0.00145985401459854
"8","N3",0,0.2,"stage_N","N_stage",0
"9","N3",4,0.2,"stage_N","N_stage",0.0118694362017804
"10","N3",0,0.2,"stage_N","N_stage",0
"11","N3",0,0.2,"stage_N","N_stage",0
"12","N3",0,0.2,"stage_N","N_stage",0
"0","Normal",9575,0.2,"stage_N","N_stage",0.896451643104578
"1","Normal",1046,0.2,"stage_N","N_stage",0.263277120563806
"2","Normal",1738,0.2,"stage_N","N_stage",0.550697084917617
"3","Normal",1062,0.2,"stage_N","N_stage",0.340821566110398
"4","Normal",347,0.2,"stage_N","N_stage",0.159466911764706
"5","Normal",399,0.2,"stage_N","N_stage",0.384763741562199
"6","Normal",447,0.2,"stage_N","N_stage",0.438665358194308
"7","Normal",206,0.2,"stage_N","N_stage",0.300729927007299
"8","Normal",0,0.2,"stage_N","N_stage",0
"9","Normal",113,0.2,"stage_N","N_stage",0.335311572700297
"10","Normal",117,0.2,"stage_N","N_stage",0.351351351351351
"11","Normal",32,0.2,"stage_N","N_stage",0.131687242798354
"12","Normal",156,0.2,"stage_N","N_stage",0.753623188405797
"0",NA,1022,0.2,"stage_N","N_stage",0.0956839247261492
"1",NA,2606,0.2,"stage_N","N_stage",0.655927510697206
"2",NA,1320,0.2,"stage_N","N_stage",0.418250950570342
"3",NA,1808,0.2,"stage_N","N_stage",0.580231065468549
"4",NA,1736,0.2,"stage_N","N_stage",0.797794117647059
"5",NA,552,0.2,"stage_N","N_stage",0.532304725168756
"6",NA,539,0.2,"stage_N","N_stage",0.528949950932287
"7",NA,475,0.2,"stage_N","N_stage",0.693430656934307
"8",NA,652,0.2,"stage_N","N_stage",1
"9",NA,192,0.2,"stage_N","N_stage",0.56973293768546
"10",NA,210,0.2,"stage_N","N_stage",0.630630630630631
"11",NA,199,0.2,"stage_N","N_stage",0.818930041152263
"12",NA,51,0.2,"stage_N","N_stage",0.246376811594203
"0","M0",84,0.2,"stage_M","M_stage",0.00786443216927254
"1","M0",321,0.2,"stage_M","M_stage",0.0807953687389882
"2","M0",98,0.2,"stage_M","M_stage",0.0310519645120406
"3","M0",246,0.2,"stage_M","M_stage",0.0789473684210526
"4","M0",93,0.2,"stage_M","M_stage",0.0427389705882353
"5","M0",86,0.2,"stage_M","M_stage",0.0829315332690453
"6","M0",33,0.2,"stage_M","M_stage",0.0323846908734053
"7","M0",4,0.2,"stage_M","M_stage",0.00583941605839416
"8","M0",0,0.2,"stage_M","M_stage",0
"9","M0",32,0.2,"stage_M","M_stage",0.0949554896142433
"10","M0",6,0.2,"stage_M","M_stage",0.018018018018018
"11","M0",12,0.2,"stage_M","M_stage",0.0493827160493827
"12","M0",0,0.2,"stage_M","M_stage",0
"0","Normal",9575,0.2,"stage_M","M_stage",0.896451643104578
"1","Normal",1046,0.2,"stage_M","M_stage",0.263277120563806
"2","Normal",1738,0.2,"stage_M","M_stage",0.550697084917617
"3","Normal",1062,0.2,"stage_M","M_stage",0.340821566110398
"4","Normal",347,0.2,"stage_M","M_stage",0.159466911764706
"5","Normal",399,0.2,"stage_M","M_stage",0.384763741562199
"6","Normal",447,0.2,"stage_M","M_stage",0.438665358194308
"7","Normal",206,0.2,"stage_M","M_stage",0.300729927007299
"8","Normal",0,0.2,"stage_M","M_stage",0
"9","Normal",113,0.2,"stage_M","M_stage",0.335311572700297
"10","Normal",117,0.2,"stage_M","M_stage",0.351351351351351
"11","Normal",32,0.2,"stage_M","M_stage",0.131687242798354
"12","Normal",156,0.2,"stage_M","M_stage",0.753623188405797
"0",NA,1022,0.2,"stage_M","M_stage",0.0956839247261492
"1",NA,2606,0.2,"stage_M","M_stage",0.655927510697206
"2",NA,1320,0.2,"stage_M","M_stage",0.418250950570342
"3",NA,1808,0.2,"stage_M","M_stage",0.580231065468549
"4",NA,1736,0.2,"stage_M","M_stage",0.797794117647059
"5",NA,552,0.2,"stage_M","M_stage",0.532304725168756
"6",NA,539,0.2,"stage_M","M_stage",0.528949950932287
"7",NA,475,0.2,"stage_M","M_stage",0.693430656934307
"8",NA,652,0.2,"stage_M","M_stage",1
"9",NA,192,0.2,"stage_M","M_stage",0.56973293768546
"10",NA,210,0.2,"stage_M","M_stage",0.630630630630631
"11",NA,199,0.2,"stage_M","M_stage",0.818930041152263
"12",NA,51,0.2,"stage_M","M_stage",0.246376811594203
"0","MIBC",463,0.2,"clinical_type","Type",0.0433480011234903
"1","MIBC",1439,0.2,"clinical_type","Type",0.362194815001258
"2","MIBC",493,0.2,"clinical_type","Type",0.156210392902408
"3","MIBC",1377,0.2,"clinical_type","Type",0.44191270860077
"4","MIBC",1216,0.2,"clinical_type","Type",0.558823529411765
"5","MIBC",546,0.2,"clinical_type","Type",0.526518804243009
"6","MIBC",275,0.2,"clinical_type","Type",0.269872423945044
"7","MIBC",396,0.2,"clinical_type","Type",0.578102189781022
"8","MIBC",652,0.2,"clinical_type","Type",1
"9","MIBC",152,0.2,"clinical_type","Type",0.451038575667656
"10","MIBC",178,0.2,"clinical_type","Type",0.534534534534535
"11","MIBC",142,0.2,"clinical_type","Type",0.584362139917695
"12","MIBC",20,0.2,"clinical_type","Type",0.0966183574879227
"0","NMIBC",643,0.2,"clinical_type","Type",0.0602003557719315
"1","NMIBC",1488,0.2,"clinical_type","Type",0.374528064434936
"2","NMIBC",925,0.2,"clinical_type","Type",0.293092522179975
"3","NMIBC",677,0.2,"clinical_type","Type",0.217265725288832
"4","NMIBC",613,0.2,"clinical_type","Type",0.281709558823529
"5","NMIBC",92,0.2,"clinical_type","Type",0.0887174541947927
"6","NMIBC",297,0.2,"clinical_type","Type",0.291462217860648
"7","NMIBC",83,0.2,"clinical_type","Type",0.121167883211679
"8","NMIBC",0,0.2,"clinical_type","Type",0
"9","NMIBC",72,0.2,"clinical_type","Type",0.213649851632047
"10","NMIBC",38,0.2,"clinical_type","Type",0.114114114114114
"11","NMIBC",69,0.2,"clinical_type","Type",0.283950617283951
"12","NMIBC",31,0.2,"clinical_type","Type",0.14975845410628
"0","Normal",9575,0.2,"clinical_type","Type",0.896451643104578
"1","Normal",1046,0.2,"clinical_type","Type",0.263277120563806
"2","Normal",1738,0.2,"clinical_type","Type",0.550697084917617
"3","Normal",1062,0.2,"clinical_type","Type",0.340821566110398
"4","Normal",347,0.2,"clinical_type","Type",0.159466911764706
