"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",436,0.0729951448183492,0.0788339670468948,0.92593519713308,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",308,0.0620342396777442,0.0788339670468948,0.786897348966884,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",319,0.0810879511947128,0.0788339670468948,1.02859153525126,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",103,0.0326362484157161,0.0788339670468948,0.413987138263666,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",354,0.125044154009184,0.0788339670468948,1.58617102111328,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",118,0.0904214559386973,0.0788339670468948,1.14698599253428,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",37,0.029110936270653,0.0788339670468948,0.36926895044285,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",290,0.279652844744455,0.0788339670468948,3.54736486339831,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",94,0.0918866080156403,0.0788339670468948,1.1655712817418,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",35,0.0510204081632653,0.0788339670468948,0.647188135704443,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","CNP0000460",0,0,0.0788339670468948,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","CNP0000460",61,0.183183183183183,0.0788339670468948,2.3236580632079,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","CNP0000460",20,0.0826446280991736,0.0788339670468948,1.04833780659563,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"13","CNP0000460",2,0.00966183574879227,0.0788339670468948,0.122559299128571,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",82,0.0137284446676712,0.0530508781459352,0.258778839247604,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",0,0,0.0530508781459352,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",230,0.0584646670055923,0.0530508781459352,1.10204899614978,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",102,0.032319391634981,0.0530508781459352,0.609215017064846,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",211,0.0745319675026492,0.0530508781459352,1.40491486865915,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",115,0.0881226053639847,0.0530508781459352,1.66109607312385,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",137,0.107789142407553,0.0530508781459352,2.03180694033077,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",173,0.166827386692382,0.0530508781459352,3.14466777031408,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",78,0.0762463343108504,0.0530508781459352,1.43723039043968,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",237,0.345481049562682,0.0530508781459352,6.51225882844605,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
