"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"0","CNP0000460",718,0.0672221702087819,0.0788339670468948,0.852705663902395,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","CNP0000460",319,0.0802919708029197,0.0788339670468948,1.01849461356115,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","CNP0000460",103,0.0326362484157161,0.0788339670468948,0.413987138263666,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","CNP0000460",380,0.121951219512195,0.0788339670468948,1.54693749509842,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","CNP0000460",137,0.0629595588235294,0.0788339670468948,0.798634918195574,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","CNP0000460",290,0.279652844744455,0.0788339670468948,3.54736486339831,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","CNP0000460",94,0.0922473012757605,0.0788339670468948,1.17014663515394,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","CNP0000460",35,0.0510948905109489,0.0788339670468948,0.648132935902551,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","CNP0000460",0,0,0.0788339670468948,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","CNP0000460",61,0.181008902077151,0.0788339670468948,2.2960775520719,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","CNP0000460",18,0.0540540540540541,0.0788339670468948,0.685669592422004,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","CNP0000460",20,0.0823045267489712,0.0788339670468948,1.04402365924338,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","CNP0000460",2,0.00966183574879227,0.0788339670468948,0.122559299128571,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","GSE326225",78,0.0073026870143245,0.0530508781459352,0.137654404027694,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","GSE326225",230,0.0578907626478731,0.0530508781459352,1.09123099694267,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","GSE326225",102,0.032319391634981,0.0530508781459352,0.609215017064846,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","GSE326225",215,0.0689987163029525,0.0530508781459352,1.30061402778569,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","GSE326225",206,0.0946691176470588,0.0530508781459352,1.78449671250753,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","GSE326225",173,0.166827386692382,0.0530508781459352,3.14466777031408,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","GSE326225",78,0.0765456329735034,0.0530508781459352,1.44287211915583,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","GSE326225",237,0.345985401459854,0.0530508781459352,6.52176577564087,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","GSE326225",0,0,0.0530508781459352,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",51,0.1513353115727,0.0530508781459352,2.85264479800691,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","GSE326225",46,0.138138138138138,0.0530508781459352,2.60388033084279,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","GSE326225",45,0.185185185185185,0.0530508781459352,3.4907091391733,TRUE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","GSE326225",4,0.0193236714975845,0.0530508781459352,0.364247910174606,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","HRA003620",7463,0.698717348562869,0.29951113525258,2.33285933751223,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","HRA003620",6,0.00151019380820539,0.29951113525258,0.00504219586671403,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","HRA003620",87,0.0275665399239544,0.29951113525258,0.0920384475879579,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","HRA003620",30,0.00962772785622593,0.29951113525258,0.0321448077317953,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","HRA003620",107,0.0491727941176471,0.29951113525258,0.164176847969873,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",151,0.145612343297975,0.29951113525258,0.486166710213224,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",212,0.208047105004907,0.29951113525258,0.694622271153488,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",115,0.167883211678832,0.29951113525258,0.560524107183043,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",0,0,0.29951113525258,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",22,0.0652818991097923,0.29951113525258,0.217961509360043,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"10","HRA003620",69,0.207207207207207,0.29951113525258,0.691818042198891,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"11","HRA003620",9,0.037037037037037,0.29951113525258,0.123658297397869,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"12","HRA003620",0,0,0.29951113525258,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",340,0.0318322254470555,0.148940793047257,0.213724022786394,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","InhouseData",677,0.170400201359174,0.148940793047257,1.14408012655813,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","InhouseData",274,0.0868187579214195,0.148940793047257,0.582907853148553,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","InhouseData",590,0.189345314505777,0.148940793047257,1.27127908098153,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","InhouseData",846,0.388786764705882,0.148940793047257,2.61034439760587,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
