"cluster","group","proportion_within_cluster"
"4","CNP0000460_P07N",0.0113158140839802
"5","CNP0000460_P07N",0.0043482370734474
"6","CNP0000460_P07N",0.00464576074332172
"7","CNP0000460_P07N",0.0121726677577741
"8","CNP0000460_P07N",0.0109289617486339
"9","CNP0000460_P07N",0.00313577924114142
"0","CNP0000460_P07T",0.000964087731983611
"1","CNP0000460_P07T",0.00413352539612952
"10","CNP0000460_P07T",0.00593990216631726
"11","CNP0000460_P07T",0.00120627261761158
"12","CNP0000460_P07T",0.00518806744487678
"2","CNP0000460_P07T",0.00513095420431919
"3","CNP0000460_P07T",0.0114370042427596
"4","CNP0000460_P07T",0.00486299448237165
"5","CNP0000460_P07T",0.00170148407221855
"6","CNP0000460_P07T",0.0116144018583043
"7","CNP0000460_P07T",0.00511456628477905
"8","CNP0000460_P07T",0.00728597449908925
"9","CNP0000460_P07T",0.00266541235497021
"0","GSE326225_BC1",0.000192817546396722
"13","GSE326225_BC1",0.00634920634920635
"2","GSE326225_BC1",0.000536069842242304
"3","GSE326225_BC1",0.000276701715550636
"6","GSE326225_BC1",9.67866821525358e-05
"7","GSE326225_BC1",0.000204582651391162
"8","GSE326225_BC1",0.000700574471066274
"0","GSE326225_BC2",0.000192817546396722
"10","GSE326225_BC2",0.000349406009783368
"13","GSE326225_BC2",0.00634920634920635
"2","GSE326225_BC2",0.000842395466380763
"3","GSE326225_BC2",0.000184467810367091
"7","GSE326225_BC2",0.000102291325695581
"8","GSE326225_BC2",0.00140114894213255
"0","GSE326225_BC3",0.000337430706194264
"1","GSE326225_BC3",0.000751550072023549
"10","GSE326225_BC3",0.000873515024458421
"12","GSE326225_BC3",0.000648508430609598
"13","GSE326225_BC3",0.00634920634920635
"2","GSE326225_BC3",0.00444172155000766
"3","GSE326225_BC3",0.00166021029330382
"4","GSE326225_BC3",0.0013092677452539
"5","GSE326225_BC3",0.000567161357406182
"6","GSE326225_BC3",0.00125822686798297
"7","GSE326225_BC3",0.00122749590834697
"8","GSE326225_BC3",0.00126103404791929
"9","GSE326225_BC3",0.000156788962057071
"0","GSE326225_BC4",0.0304651723306821
"1","GSE326225_BC4",0.0180998309012338
"10","GSE326225_BC4",0.0221872816212439
"11","GSE326225_BC4",0.01145958986731
"12","GSE326225_BC4",0.0285343709468223
"13","GSE326225_BC4",0.796825396825397
"2","GSE326225_BC4",0.034385051309542
"3","GSE326225_BC4",0.0164176351226711
"4","GSE326225_BC4",0.0104741419620312
"5","GSE326225_BC4",0.0116268078268267
"6","GSE326225_BC4",0.0167440960123887
"7","GSE326225_BC4",0.0108428805237316
"8","GSE326225_BC4",0.0288636682079305
"9","GSE326225_BC4",0.0142677955471935
"12","GSE326225_BC5",0.000648508430609598
"4","GSE326225_BC5",9.35191246609932e-05
"8","GSE326225_BC5",0.000140114894213255
"0","GSE326225_BC6",0.00380814654133526
"1","GSE326225_BC6",0.00457192960480992
"10","GSE326225_BC6",0.0076869322152341
"11","GSE326225_BC6",0.00060313630880579
"12","GSE326225_BC6",0.00324254215304799
"13","GSE326225_BC6",0.0761904761904762
"2","GSE326225_BC6",0.00428855873793843
"3","GSE326225_BC6",0.00617967164729755
"4","GSE326225_BC6",0.00317965023847377
"5","GSE326225_BC6",0.000472634464505152
"6","GSE326225_BC6",0.00600077429345722
"7","GSE326225_BC6",0.00245499181669394
"8","GSE326225_BC6",0.00126103404791929
"9","GSE326225_BC6",0.00454687989965506
"0","GSE326225_BC7",0.000578452639190166
"1","GSE326225_BC7",0.00219202104340202
"10","GSE326225_BC7",0.00174703004891684
"11","GSE326225_BC7",0.00060313630880579
"12","GSE326225_BC7",0.0012970168612192
"13","GSE326225_BC7",0.0412698412698413
"2","GSE326225_BC7",0.00627967529483841
"3","GSE326225_BC7",0.00184467810367091
"4","GSE326225_BC7",0.00299261198915178
"5","GSE326225_BC7",0.00132337650061442
"6","GSE326225_BC7",9.67866821525358e-05
"7","GSE326225_BC7",0.00173895253682488
"8","GSE326225_BC7",0.00210172341319882
"9","GSE326225_BC7",0.000156788962057071
"0","GSE326225_BC8",0.000578452639190166
"1","GSE326225_BC8",0.00356986284211186
"10","GSE326225_BC8",0.0076869322152341
"11","GSE326225_BC8",0.00301568154402895
"12","GSE326225_BC8",0.00453955901426719
"13","GSE326225_BC8",0.0285714285714286
"2","GSE326225_BC8",0.00934293153622301
"3","GSE326225_BC8",0.00359712230215827
"4","GSE326225_BC8",0.00626578135228654
"5","GSE326225_BC8",0.00132337650061442
"6","GSE326225_BC8",0.00193573364305072
"7","GSE326225_BC8",0.00460310965630115
"8","GSE326225_BC8",0.00294241277847835
"9","GSE326225_BC8",0.000156788962057071
"0","HRA003620_BC-01",0.0696553386358159
"1","HRA003620_BC-01",0.0499154506168974
"10","HRA003620_BC-01",0.0328441649196366
"11","HRA003620_BC-01",0.00301568154402895
"12","HRA003620_BC-01",0.0304798962386511
"2","HRA003620_BC-01",0.0294072599172921
"3","HRA003620_BC-01",0.0475004611695259
"4","HRA003620_BC-01",0.0355372673711774
"5","HRA003620_BC-01",0.0515171566310615
"6","HRA003620_BC-01",0.0511033681765389
"7","HRA003620_BC-01",0.0350859247135843
"8","HRA003620_BC-01",0.0311055065153426
"9","HRA003620_BC-01",0.0583254938852305
"0","HRA003620_BC-04",0.000241021932995903
"1","HRA003620_BC-04",0.000751550072023549
"10","HRA003620_BC-04",0.00192173305380853
"11","HRA003620_BC-04",0.00060313630880579
"12","HRA003620_BC-04",0.00194552529182879
"2","HRA003620_BC-04",0.000918976872415378
