"PC","stdev","variance_percent","cumulative_variance_percent","selected_for_round4"
1,6.43535605878384,16.0837863340913,16.0837863340913,TRUE
2,4.88124673061551,9.253470700339,25.3372570344303,TRUE
3,4.64448979963287,8.37759112224272,33.7148481566731,TRUE
4,4.12454250358602,6.60685385567452,40.3217020123476,TRUE
5,3.49449915066713,4.74256194362525,45.0642639559728,TRUE
6,3.27105706231569,4.15546256319239,49.2197265191652,TRUE
7,3.05586926767146,3.6267087092875,52.8464352284527,TRUE
8,2.71781822240976,2.86869215559215,55.7151273840449,TRUE
9,2.55347976296928,2.53225812978436,58.2473855138292,TRUE
10,2.37873999520002,2.19754148744182,60.444927001271,TRUE
11,2.25259091616235,1.97064225305896,62.41556925433,TRUE
12,2.1992435136766,1.87840732451104,64.2939765788411,TRUE
13,2.10772747995874,1.72532950405416,66.0193060828952,TRUE
14,2.03671902223413,1.61103647268941,67.6303425555846,TRUE
15,1.98599035538765,1.53178355848775,69.1621261140724,TRUE
16,1.93691106178898,1.45700986537979,70.6191359794522,TRUE
17,1.85161509718185,1.33151039045524,71.9506463699074,TRUE
18,1.83324259626672,1.30521787538224,73.2558642452896,TRUE
19,1.80117114239073,1.25994937091228,74.5158136162019,TRUE
20,1.78500948714046,1.23744011533251,75.7532537315344,TRUE
21,1.70570385722143,1.12992702661528,76.8831807581497,TRUE
22,1.67660759275771,1.09170673777628,77.974887495926,TRUE
23,1.64723650151555,1.05379236630461,79.0286798622306,TRUE
24,1.60824307202711,1.00449206863934,80.0331719308699,TRUE
25,1.59048695734917,0.982433940147108,81.015605871017,FALSE
26,1.58187676658068,0.97182580894668,81.9874316799637,FALSE
27,1.56559695995241,0.951925744216808,82.9393574241805,FALSE
28,1.53326277750425,0.913011648983283,83.8523690731638,FALSE
29,1.51544005516557,0.891909228666832,84.7442783018306,FALSE
30,1.49222079487462,0.864787312058382,85.609065613889,FALSE
31,1.4800682839248,0.850759168542744,86.4598247824318,FALSE
32,1.47124223387935,0.840642805072011,87.3004675875038,FALSE
33,1.45909161348718,0.826814826816778,88.1272824143205,FALSE
34,1.43485595757966,0.799575989229033,88.9268584035496,FALSE
35,1.41853482879792,0.781489487273645,89.7083478908232,FALSE
36,1.41276651279409,0.775146727365284,90.4834946181885,FALSE
37,1.39232553904449,0.752878182880669,91.2363728010692,FALSE
38,1.38205290389684,0.741809633717596,91.9781824347868,FALSE
39,1.36313641984835,0.721641957829387,92.6998243926162,FALSE
40,1.35078898919489,0.708627753043111,93.4084521456593,FALSE
41,1.33540904623964,0.692582894768289,94.1010350404276,FALSE
42,1.32568653551754,0.682534838968293,94.7835698793959,FALSE
43,1.32312298722289,0.679897685731071,95.4634675651269,FALSE
44,1.31638221780868,0.672987732189259,96.1364552973162,FALSE
45,1.30219517578955,0.658559922576886,96.7950152198931,FALSE
46,1.29801880014402,0.654342454769107,97.4493576746622,FALSE
47,1.29403112071686,0.650328183355804,98.099685858018,FALSE
48,1.28618537160921,0.642466171462972,98.742152029481,FALSE
49,1.27674001889359,0.633064668713054,99.375216698194,FALSE
50,1.26836176072915,0.624783301805983,100,FALSE
