"PC","stdev","variance_percent","cumulative_variance_percent","selected_for_round4"
1,8.3441228302936,15.6321896800122,15.6321896800122,TRUE
2,6.49462450876366,9.47036098001839,25.1025506600306,TRUE
3,5.77695756358447,7.49301830693504,32.5955689669656,TRUE
4,4.96988362020837,5.54562982853995,38.1411987955056,TRUE
5,4.84241366117699,5.26480404276571,43.4060028382713,TRUE
6,4.69229233362432,4.9434319644607,48.349434802732,TRUE
7,4.24848533348233,4.05253417285786,52.4019689755898,TRUE
8,3.63121682407268,2.9604845765853,55.3624535521751,TRUE
9,3.54416806785552,2.82024641461712,58.1826999667923,TRUE
10,3.43694814307376,2.65218856400533,60.8348885307976,TRUE
11,3.16662021218033,2.25138826481851,63.0862767956161,TRUE
12,3.04522860783641,2.08208397285724,65.1683607684733,TRUE
13,2.91334545764904,1.90564679875175,67.0740075672251,TRUE
14,2.87875284355488,1.86066076083239,68.9346683280575,TRUE
15,2.67648778762672,1.60838113769231,70.5430494657498,TRUE
16,2.63507654573222,1.55899567353262,72.1020451392824,TRUE
17,2.56679225676698,1.47924421670011,73.5812893559825,TRUE
18,2.43811655478564,1.33464992294647,74.915939278929,TRUE
19,2.41095988493923,1.30508382700974,76.2210231059387,TRUE
20,2.35569907022768,1.24594267190262,77.4669657778414,TRUE
21,2.27610808650944,1.16317270511098,78.6301384829523,TRUE
22,2.2659632509456,1.15282706416003,79.7829655471124,TRUE
23,2.20766995666418,1.09427564694315,80.8772411940555,TRUE
24,2.13067515315548,1.0192786366851,81.8965198307406,FALSE
25,2.07038312324086,0.962409445572153,82.8589292763128,FALSE
26,2.04474624334644,0.938722606993468,83.7976518833062,FALSE
27,2.03929186888294,0.93372118872721,84.7313730720334,FALSE
28,2.00147722882647,0.899414212300829,85.6307872843343,FALSE
29,1.97930211027947,0.879594721434936,86.5103820057692,FALSE
30,1.94828811543672,0.852245666729581,87.3626276724988,FALSE
31,1.89982687103819,0.810375851754758,88.1730035242536,FALSE
32,1.8860286178546,0.798647240793926,88.9716507650475,FALSE
33,1.81992548671196,0.743644984288511,89.715295749336,FALSE
34,1.80126466316912,0.728473063185997,90.443768812522,FALSE
35,1.76939053995239,0.702919903955258,91.1466887164772,FALSE
36,1.75721912084539,0.693282566883157,91.8399712833604,FALSE
37,1.73492570015522,0.67580313164798,92.5157744150084,FALSE
38,1.70037338587483,0.649152952413577,93.164927367422,FALSE
39,1.68590219112622,0.638150610794037,93.803077978216,FALSE
40,1.67221575581689,0.62783144158637,94.4309094198024,FALSE
41,1.65802278985131,0.617219204507656,95.04812862431,FALSE
42,1.62061957886017,0.589685707583633,95.6378143318937,FALSE
43,1.59695258735187,0.572588318681878,96.2104026505755,FALSE
44,1.59055408421561,0.568009136432008,96.7784117870075,FALSE
45,1.57748803525174,0.558715329049359,97.3371271160569,FALSE
46,1.56259724044645,0.548217058503324,97.8853441745602,FALSE
47,1.54554200996621,0.536315152952352,98.4216593275126,FALSE
48,1.53902069806565,0.531798808941046,98.9534581364536,FALSE
49,1.52931795626978,0.525114504765793,99.4785726412194,FALSE
50,1.52393936569263,0.521427358780585,100,FALSE
