"from_resolution","to_resolution","parent_cluster","child_cluster","n_cells","fraction_of_parent"
0.4,0.8,"0","0",183,0.00825365325635937
0.4,0.8,"1","0",12,0.000671291116580891
0.4,0.8,"2","0",14401,0.80664314120876
0.4,0.8,"8","0",6,0.000992884328975674
0.4,0.8,"0","1",8687,0.391800469060076
0.4,0.8,"1","1",407,0.0227679570373685
0.4,0.8,"2","1",2429,0.136055564891055
0.4,0.8,"3","1",3,0.000169185653056621
0.4,0.8,"4","1",2,0.000176897222713603
0.4,0.8,"5","1",10,0.000902445627650934
0.4,0.8,"8","1",5,0.000827403607479729
0.4,0.8,"9","1",2,0.000630517023959647
0.4,0.8,"0","2",85,0.00383366408082266
0.4,0.8,"1","2",11170,0.624860147684046
0.4,0.8,"2","2",76,0.0042569876211281
0.4,0.8,"4","2",1,8.84486113568017e-05
0.4,0.8,"5","2",12,0.00108293475318112
0.4,0.8,"8","2",8,0.00132384577196757
0.4,0.8,"0","3",3,0.000135305791087859
0.4,0.8,"1","3",10,0.000559409263817409
0.4,0.8,"5","3",11009,0.993502391480913
0.4,0.8,"8","3",7,0.00115836505047162
0.4,0.8,"0","4",10553,0.475960671116724
0.4,0.8,"1","4",21,0.00117475945401656
0.4,0.8,"2","4",25,0.00140032487537109
0.4,0.8,"4","4",3,0.000265345834070405
0.4,0.8,"5","4",8,0.000721956502120747
0.4,0.8,"6","5",9240,0.999675430055177
0.4,0.8,"3","6",9013,0.508290096999774
0.4,0.8,"4","6",8,0.000707588890854414
0.4,0.8,"7","6",181,0.0218942784565139
0.4,0.8,"9","6",4,0.00126103404791929
0.4,0.8,"0","7",2495,0.112529316254736
0.4,0.8,"1","7",6136,0.343253524278362
0.4,0.8,"2","7",311,0.0174200414496163
0.4,0.8,"4","7",2,0.000176897222713603
0.4,0.8,"5","7",3,0.00027073368829528
0.4,0.8,"8","7",11,0.0018202879364554
0.4,0.8,"3","8",8710,0.491202346041056
0.4,0.8,"4","8",1,8.84486113568017e-05
0.4,0.8,"6","8",1,0.000108189981607703
0.4,0.8,"7","8",1,0.000120962864400629
0.4,0.8,"9","8",4,0.00126103404791929
0.4,0.8,"3","9",5,0.000281976088427701
0.4,0.8,"6","9",1,0.000108189981607703
0.4,0.8,"7","9",8075,0.976775130035079
0.4,0.8,"9","9",48,0.0151324085750315
0.4,0.8,"1","10",2,0.000111881852763482
0.4,0.8,"2","10",6,0.000336077970089061
0.4,0.8,"4","10",6267,0.554307447373076
0.4,0.8,"5","10",1,9.02445627650934e-05
0.4,0.8,"0","11",12,0.000541223164351434
0.4,0.8,"4","11",5022,0.444188926233858
0.4,0.8,"0","12",14,0.000631427025076673
0.4,0.8,"1","12",91,0.00509062430073842
0.4,0.8,"2","12",16,0.000896207920237495
0.4,0.8,"5","12",36,0.00324880425954336
0.4,0.8,"8","12",4643,0.768326989905676
0.4,0.8,"3","13",1,5.63952176855403e-05
0.4,0.8,"6","13",1,0.000108189981607703
0.4,0.8,"7","13",10,0.00120962864400629
0.4,0.8,"9","13",3112,0.981084489281211
0.4,0.8,"2","14",1,5.60129950148434e-05
0.4,0.8,"5","14",2,0.000180489125530187
0.4,0.8,"8","14",1363,0.225550223398974
0.4,0.8,"9","14",2,0.000630517023959647
0.4,0.8,"0","15",140,0.00631427025076673
0.4,0.8,"1","15",27,0.001510405012307
0.4,0.8,"2","15",588,0.0329356410687279
0.4,0.8,"singleton","singleton",1,1
0.8,1.2,"0","0",17,0.0011642240788933
0.8,1.2,"1","0",617,0.0534430489389346
0.8,1.2,"2","0",4,0.000352360817477097
0.8,1.2,"4","0",10321,0.972761545711593
0.8,1.2,"7","0",193,0.0215449877204733
0.8,1.2,"11","0",9,0.00178784266984505
0.8,1.2,"12","0",1,0.000208333333333333
0.8,1.2,"3","1",10942,0.992111705503672
0.8,1.2,"4","1",3,0.000282752120640905
0.8,1.2,"7","1",1,0.000111632060727841
0.8,1.2,"12","1",13,0.00270833333333333
0.8,1.2,"0","2",60,0.00410902616079989
0.8,1.2,"1","2",17,0.00147249891728021
0.8,1.2,"2","2",1888,0.16631430584919
0.8,1.2,"3","2",1,9.06700516819295e-05
0.8,1.2,"4","2",37,0.00348727615457116
0.8,1.2,"7","2",7716,0.861352980576021
0.8,1.2,"12","2",3,0.000625
0.8,1.2,"1","3",4,0.000346470333477696
0.8,1.2,"6","3",9057,0.983814903323919
0.8,1.2,"8","3",127,0.0145692325341287
0.8,1.2,"9","3",189,0.0232500922622709
0.8,1.2,"11","3",2,0.000397298371076679
0.8,1.2,"5","4",9223,0.998160173160173
0.8,1.2,"6","4",1,0.000108624809906583
0.8,1.2,"8","4",1,0.000114718366410462
0.8,1.2,"0","5",3,0.000205451308039995
0.8,1.2,"1","5",7489,0.648679081853616
0.8,1.2,"2","5",1028,0.0905567300916138
0.8,1.2,"3","5",16,0.00145072082691087
0.8,1.2,"4","5",59,0.00556079170593779
0.8,1.2,"6","5",2,0.000217249619813165
0.8,1.2,"7","5",515,0.0574905112748381
0.8,1.2,"10","5",2,0.000318674314850223
0.8,1.2,"12","5",15,0.003125
0.8,1.2,"15","5",1,0.00132450331125828
0.8,1.2,"0","6",6043,0.413847418161896
0.8,1.2,"1","6",2939,0.254569077522737
0.8,1.2,"2","6",44,0.00387596899224806
0.8,1.2,"4","6",24,0.00226201696512724
0.8,1.2,"7","6",6,0.000669792364367046
0.8,1.2,"12","6",4,0.000833333333333333
0.8,1.2,"15","6",3,0.00397350993377483
0.8,1.2,"0","7",8452,0.578824818518011
0.8,1.2,"1","7",31,0.00268514508445214
0.8,1.2,"4","7",23,0.00216776625824694
0.8,1.2,"7","7",316,0.0352757311899978
0.8,1.2,"10","7",1,0.000159337157425112
0.8,1.2,"12","7",3,0.000625
0.8,1.2,"14","7",1,0.000730994152046784
0.8,1.2,"15","7",2,0.00264900662251656
0.8,1.2,"6","8",63,0.00684336302411471
0.8,1.2,"8","8",8581,0.984398302168177
0.8,1.2,"6","9",7,0.000760373669346079
0.8,1.2,"8","9",1,0.000114718366410462
0.8,1.2,"9","9",7894,0.971091155123631
0.8,1.2,"13","9",5,0.00160051216389245
0.8,1.2,"1","10",1,8.6617583369424e-05
0.8,1.2,"7","10",1,0.000111632060727841
0.8,1.2,"10","10",6246,0.995219885277247
0.8,1.2,"11","10",238,0.0472785061581248
0.8,1.2,"0","11",2,0.00013696753869333
0.8,1.2,"1","11",49,0.00424426158510178
0.8,1.2,"2","11",2647,0.233174770965469
0.8,1.2,"3","11",9,0.000816030465137365
0.8,1.2,"4","11",81,0.00763430725730443
0.8,1.2,"7","11",43,0.00480017861129716
0.8,1.2,"12","11",3244,0.675833333333333
0.8,1.2,"0","12",5,0.000342418846733324
0.8,1.2,"1","12",11,0.000952793417063664
0.8,1.2,"2","12",5655,0.498150105708245
0.8,1.2,"3","12",48,0.00435216248073261
