"gene","present","average_normalized_expression","percent_expressed"
"SOX10",TRUE,0.563276201543981,40.5797101449275
"PLP1",TRUE,1.61768384696115,67.6328502415459
"MPZ",TRUE,0.537507555680407,31.4009661835749
"PMP2",TRUE,0.32021098568537,25.1207729468599
"CDH19",TRUE,2.85091912399407,95.6521739130435
"S100B",TRUE,2.29609041801882,75.3623188405797
"ERBB3",TRUE,0.527182048390635,36.231884057971
"GFRA3",TRUE,0.939946921161827,55.5555555555556
