"lineage","round4_n_cells","Harmony_variable","PCA_dims","neighbor_dims","n_clusters_res0.4","n_clusters_res1.2","smallest_cluster_res0.4","smallest_cluster_res1.2","status"
"Mural",5578,"orig.ident",50,23,10,13,53,53,"ROUND4_RECLUSTERED_PREANNOTATION"
