"PC","stdev","variance_percent","cumulative_variance_percent","selected_for_round4"
1,9.23668121690605,18.2701333886625,18.2701333886625,TRUE
2,7.51210275637512,12.084615797088,30.3547491857505,TRUE
3,5.8710889647028,7.38154259737813,37.7362917831286,TRUE
4,4.87516806680232,5.08966258496311,42.8259543680918,TRUE
5,4.51103650164588,4.35775179298981,47.1837061610816,TRUE
6,4.2360970017769,3.84274530405662,51.0264514651382,TRUE
7,4.14703374073417,3.68285775695305,54.7093092220912,TRUE
8,3.46613519643375,2.572769060691,57.2820782827822,TRUE
9,3.36273162594599,2.4215543698456,59.7036326526278,TRUE
10,3.20100353641262,2.19422983368766,61.8978624863155,TRUE
11,3.14215339053688,2.11429007973493,64.0121525660504,TRUE
12,2.97025359720836,1.88928235619777,65.9014349222482,TRUE
13,2.89050267601627,1.78919040003258,67.6906253222808,TRUE
14,2.75661923854768,1.62728407104787,69.3179093933286,TRUE
15,2.68960035976279,1.54912091007193,70.8670303034006,TRUE
16,2.57033638517489,1.41478268445468,72.2818129878552,TRUE
17,2.51231420916252,1.35162967148684,73.6334426593421,TRUE
18,2.47146031476219,1.30802814888621,74.9414708082283,TRUE
19,2.41860797513586,1.25268180350676,76.1941526117351,TRUE
20,2.29685090125615,1.12973196239562,77.3238845741307,TRUE
21,2.27764083975914,1.11091361806883,78.4347981921995,TRUE
22,2.22768548300286,1.0627168268694,79.4975150190689,TRUE
23,2.20033008653508,1.03677730537164,80.5342923244406,TRUE
24,2.16152883900193,1.00053405725967,81.5348263817002,FALSE
25,2.11159196281235,0.954838250438604,82.4896646321388,FALSE
26,2.07363098106681,0.920815780357171,83.410480412496,FALSE
27,2.0450541068465,0.895610988325553,84.3060914008216,FALSE
28,2.00924577427784,0.864521772004249,85.1706131728258,FALSE
29,1.99371329488038,0.85120706103554,86.0218202338613,FALSE
30,1.96297950949923,0.825166028803414,86.8469862626648,FALSE
31,1.93086523433975,0.798387509269055,87.6453737719338,FALSE
32,1.9209227071332,0.790186468610923,88.4355602405447,FALSE
33,1.89536626521822,0.769300652528804,89.2048608930735,FALSE
34,1.86307270759725,0.743309041306935,89.9481699343805,FALSE
35,1.84384360167445,0.728044573033362,90.6762145074138,FALSE
36,1.82350853461545,0.712074458557768,91.3882889659716,FALSE
37,1.79175989329531,0.68749481952791,92.0757837854995,FALSE
38,1.78372331792775,0.681341413498026,92.7571251989975,FALSE
39,1.76062831824691,0.663812113641524,93.4209373126391,FALSE
40,1.73042623762682,0.641233186302665,94.0621704989417,FALSE
41,1.72121175378645,0.634422261882677,94.6965927608244,FALSE
42,1.6973654070732,0.616964962952226,95.3135577237766,FALSE
43,1.68635413619386,0.608986088822344,95.922543812599,FALSE
44,1.68035259310562,0.604659177215248,96.5272029898142,FALSE
45,1.66227212371317,0.591717006352827,97.1189199961671,FALSE
46,1.65875532662655,0.589215914831213,97.7081359109983,FALSE
47,1.65139803793888,0.584000657756709,98.292136568755,FALSE
48,1.63990791990396,0.575902195662705,98.8680387644177,FALSE
49,1.63057159390008,0.569363407786706,99.4374021722044,FALSE
50,1.62085483798197,0.562597827795617,100,FALSE
