"run","harmony_group","theta","lambda","max_iter_harmony","resolution","cells","n_clusters","dataset_neighbor_mixing","specimen_neighbor_mixing","round1_family_neighbor_preservation","round1_cluster_to_round2_NMI","n_specimen_gt50","n_dataset_gt70","n_dataset_gt90","overcorrection_warning","dataset_specific_island_warning","balanced_auxiliary_score","recommended","notes"
"A_baseline_origident_theta2_lambda1","orig.ident",2,1,20,0.8,124746,16,0.448578888888889,0.862804444444444,0.870367777777778,0.681294677017798,0,4,4,FALSE,TRUE,0.701380255334652,TRUE,"Biology preserved by auxiliary metrics but one or more >90% dataset clusters remain"
"B_origident_theta4_lambda1","orig.ident",4,1,20,0.8,124746,14,0.604926666666667,0.903743333333333,0.772211111111111,0.576774867076841,1,1,1,TRUE,TRUE,0.632035505698025,FALSE,"Quantitative biological-preservation drop vs baseline; manual overcorrection review required"
"C_origident_theta6_lambda0.5","orig.ident",6,0.5,20,0.8,124746,14,0.6161,0.906621111111111,0.750816666666667,0.556147868193908,1,1,1,TRUE,TRUE,0.578166849991071,FALSE,"Quantitative biological-preservation drop vs baseline; manual overcorrection review required"
"D_dataset_theta4_lambda1","dataset",4,1,20,0.8,124746,29,0.407253333333333,0.53895,0.795367777777778,0.475855010039282,13,13,11,TRUE,TRUE,0.111795977545634,FALSE,"Quantitative biological-preservation drop vs baseline; manual overcorrection review required"
