"lineage","status","input_cells","excluded_cells","round2_cells","round2_clusters","resolution","n_markers","n_composition_warning_clusters","start_utc","end_utc","runtime_minutes"
"Endothelial","READY_FOR_MANUAL_ANNOTATION",17039,1843,15196,16,0.6,32337,14,"2026-09-15 01:53:07 UTC","2026-09-15 01:55:57 UTC",2.84413685401281
