"cluster","group","proportion_within_cluster"
"0","CNP0000460",0.0082063305978898
"1","CNP0000460",0.0800790904597133
"10","CNP0000460",0.0349344978165939
"11","CNP0000460",0.0963302752293578
"12","CNP0000460",0.045
"13","CNP0000460",0.0945945945945946
"14","CNP0000460",0.032258064516129
"15","CNP0000460",0.175824175824176
"3","CNP0000460",0.105161290322581
"4","CNP0000460",0.021079258010118
"5","CNP0000460",0.00430292598967298
"6","CNP0000460",0.0221703617269545
"7","CNP0000460",0.0723270440251572
"8","CNP0000460",0.0966292134831461
"9","CNP0000460",0.082687338501292
"0","GSE326225",0.00679953106682298
"1","GSE326225",0.032624814631735
"10","GSE326225",0.00436681222707424
"11","GSE326225",0.0137614678899083
"12","GSE326225",0.03
"14","GSE326225",0.0403225806451613
"15","GSE326225",0.032967032967033
"2","GSE326225",0.0208955223880597
"3","GSE326225",0.0529032258064516
"4","GSE326225",0.00252951096121417
"6","GSE326225",0.0361726954492415
"7","GSE326225",0.0864779874213836
"8","GSE326225",0.00224719101123596
"9","GSE326225",0.0361757105943152
"0","HRA003620",0.0890973036342321
"1","HRA003620",0.0069204152249135
"10","HRA003620",0.0480349344978166
"12","HRA003620",0.015
"13","HRA003620",0.00675675675675676
"14","HRA003620",0.0806451612903226
"15","HRA003620",0.043956043956044
"3","HRA003620",0.00838709677419355
"4","HRA003620",0.00505902192242833
"5","HRA003620",0.0197934595524957
"6","HRA003620",0.109684947491249
"7","HRA003620",0.0566037735849057
"8","HRA003620",0.235955056179775
"9","HRA003620",0.0103359173126615
"0","InhouseData",0.000234466588511137
"1","InhouseData",0.0355907068709837
"11","InhouseData",0.100917431192661
"12","InhouseData",0.07
"13","InhouseData",0.00675675675675676
"14","InhouseData",0.0161290322580645
"15","InhouseData",0.032967032967033
"2","InhouseData",0.97910447761194
"3","InhouseData",0.0238709677419355
"6","InhouseData",0.0198366394399067
"7","InhouseData",0.0235849056603774
"8","InhouseData",0.235955056179775
"9","InhouseData",0.178294573643411
"0","PRJNA662018",0.895662368112544
"1","PRJNA662018",0.844784972812655
"10","PRJNA662018",0.912663755458515
"11","PRJNA662018",0.788990825688073
"12","PRJNA662018",0.84
"13","PRJNA662018",0.891891891891892
"14","PRJNA662018",0.830645161290323
"15","PRJNA662018",0.714285714285714
"3","PRJNA662018",0.809677419354839
"4","PRJNA662018",0.971332209106239
"5","PRJNA662018",0.975903614457831
"6","PRJNA662018",0.812135355892649
"7","PRJNA662018",0.761006289308176
"8","PRJNA662018",0.429213483146067
"9","PRJNA662018",0.69250645994832
